AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;
"0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,EU (fdf) - A - K - U - Vk - Wi,06.11.2007,EU,797/07,0,""Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Eine integrierte Meerespolitik fÌ_r die EuropÌ_ische Union"",2007";
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,A (fdf) - G - U,09.11.2007,A,796/07,0,Entwurf eines Gesetzes zur Ìãnderung des Lebensmittel- und Futtermittelgesetzbuches sowie anderer Vorschriften,2007;
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Wi (fdf) - U,06.11.2007,Wi,795/07,0,Dritte Verordnung zur Ìãnderung bergrechtlicher Verordnungen,2007;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf) - A,06.11.2007,G,794/07,0,Vierte Verordnung zur Ìãnderung der Arzneimittelverschreibungsverordnung,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),06.11.2007,R,793/07,0,Entwurf eines ... Gesetzes zur Verbesserung der Position der Opfer im Strafverfahren (... StPOÌãndG),2007;
"0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,EU (fdf) - AS - FS - In - K - R - Wi,02.11.2007,EU,792/07,0,""Vorschlag fÌ_r eine Richtlinie des Rates Ì_ber ein einheitliches Antragsverfahren fÌ_r eine kombinierte Erlaubnis fÌ_r DrittstaatsangehÌ¦rige zum Aufenthalt und zur Arbeit im Gebiet eines Mitgliedstaates und Ì_ber ein gemeinsames BÌ_ndel von Rechten fÌ_r DrittstaatsangehÌ¦rige, die sich rechtmÌ_ÌÙig in einem Mitgliedstaat aufhalten"",2007";
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),02.11.2007,Wi,791/07,0,""Benennung eines Mitglieds und eines stellvertretenden Mitglieds fÌ_r den Beirat der Bundesnetzagentur fÌ_r ElektrizitÌ_t, Gas, Telekommunikation, Post und Eisenbahnen"",2007";
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),02.11.2007,Vk,790/07,0,Benennung eines Mitglieds und eines stellvertretenden Mitglieds fÌ_r den Eisenbahninfrastrukturbeirat,2007;
",,,,,,,,,,,,,,,,29.10.2007,,789/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Oktober 2007 zum Thema """"FlughafenkapazitÌ_t und Bodenabfertigung: der Weg zu mehr Effizienz"""""",2007";
",,,,,,,,,,,,,,,,29.10.2007,,788/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Oktober 2007 zu den Auswirkungen der Vereinbarung zwischen der Gemeinschaft, Mitgliedstaaten und Philip Morris Ì_ber die verstÌ_rkte BekÌ_mpfung von Betrug und Zigarettenschmuggel und die Fortschritte bei der Umsetzung der Empfehlungen des Untersuchungsausschusses des EuropÌ_ischen Parlaments fÌ_r das gemeinschaftliche Versandverfahren"",2007";
,,,,,,,,,,,,,,,,29.10.2007,,787/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Oktober 2007 zu den Frauenmorden (Feminizide) in Mexiko und Mittelamerika und die Rolle der EuropÌ_ischen Union bei der BekÌ_mpfung dieses PhÌ_nomens,2007;
,,,,,,,,,,,,,,,,29.10.2007,,786/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Oktober 2007 zur humanitÌ_ren Lage in Gaza,2007;
,,,,,,,,,,,,,,,,29.10.2007,,785/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Oktober 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates und der im Rat vereinigten Vertreter der Regierungen der Mitgliedstaaten der EuropÌ_ischen Union Ì_ber die Unterzeichnung und vorlÌ_ufige Anwendung des Luftverkehrsabkommens zwischen der EuropÌ_ischen Gemeinschaft und ihren Mitgliedstaaten einerseits und den Vereinigten Staaten von Amerika andererseits,2007;
",,,,,,,,,,,,,,,,29.10.2007,,784/07,,""Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Oktober 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber den Abschluss von Abkommen nach Artikel XXI GATS mit Argentinien, Australien, Brasilien, Kanada, China, dem gesonderten Zollgebiet Taiwan, Penghu, Kinmen und Matsu (Chinesisch-Taipeh), Kolumbien, Kuba, Ecuador, Hongkong (China), Indien, Japan, Korea, Neuseeland, den Philippinen, der Schweiz und den Vereinigten Staaten Ì_ber die notwendigen Ausgleichsregelungen aufgrund des Beitritts der Tschechischen Republik, der Republik Estland, der Republik Zypern, der Republik Lettland, der Republik Litauen, der Republik Ungarn, der Republik Malta, der Republik ÌĞsterreich, der Republik Polen, der Republik Slowenien, der Slowakischen Republik, der Republik Finnland und des KÌ¦nigreichs Schweden zur EuropÌ_ischen Union"",2007";
,,,,,,,,,,,,,,,,29.10.2007,,783/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 27. September 2007 zu der Gleichstellung von Frauen und MÌ_nnern in der EuropÌ_ischen Union - 2007,2007;
,,,,,,,,,,,,,,,,29.10.2007,,782/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 27. September 2007 zur Anwendung der Richtlinie 2000/43/EG des Rates vom 29. Juni 2000 zur Anwendung des Gleichbehandlungsgrundsatzes ohne Unterschied der Rasse oder der ethnischen Herkunft,2007;
,,,,,,,,,,,,,,,,29.10.2007,,781/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 27. September 2007 zu einem weltweiten Moratorium fÌ_r die Todesstrafe,2007;
,,,,,,,,,,,,,,,,29.10.2007,,780/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 27. September 2007 zur Effizienz und Gerechtigkeit in den europÌ_ischen Systemen der allgemeinen und beruflichen Bildung,2007;
",,,,,,,,,,,,,,,,29.10.2007,,779/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 27. September 2007 zu """"i2010: Auf dem Weg zu einer EuropÌ_ischen Digitalen Bibliothek"""""",2007";
,,,,,,,,,,,,,,,,29.10.2007,,778/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 26. September 2007 zu politischen PrioritÌ_ten bei der BekÌ_mpfung der illegalen Einwanderung von DrittstaatsangehÌ¦rigen,2007;
,,,,,,,,,,,,,,,,29.10.2007,,777/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 26. September 2007 zu dem Strategischen Plan zur legalen Zuwanderung,2007;
",,,,,,,,,,,,,,,,29.10.2007,,776/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 26. September 2007 zum Thema """"Auf dem Weg zu einer gemeinsamen europÌ_ischen EnergieauÌÙenpolitik"""""",2007";
,,,,,,,,,,,,,,,,29.10.2007,,775/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. September 2007 zu dem Fahrplan fÌ_r erneuerbare Energiequellen in Europa,2007;
,,,,,,,,,,,,,,,,29.10.2007,,774/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. September 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber den Abschluss des Protokolls zum Abkommen Ì_ber eine Zusammenarbeit und eine Zollunion zwischen der EuropÌ_ischen Wirtschaftsgemeinschaft und der Republik San Marino zur Einbeziehung der Republik Bulgarien und RumÌ_niens als Vertragsparteien anlÌ_sslich ihres Beitritts zur EuropÌ_ischen Union im Namen der EuropÌ_ischen Gemeinschaft und ihrer Mitgliedstaaten,2007;
,,,,,,,,,,,,,,,,29.10.2007,,773/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. September 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber die Unterzeichnung und die vorlÌ_ufige Anwendung des Abkommens Ì_ber wissenschaftlich-technische Zusammenarbeit zwischen der EuropÌ_ischen Gemeinschaft und dem Staat Israel,2007;
,,,,,,,,,,,,,,,,29.10.2007,,772/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. September 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber den Abschluss des Abkommens zwischen der EuropÌ_ischen Gemeinschaft und dem Haschemitischen KÌ¦nigreich Jordanien Ì_ber bestimmte Aspekte von Luftverkehrsdiensten,2007;
,,,,,,,,,,,,,,,,29.10.2007,,771/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. September 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber den Abschluss des Abkommens zwischen der EuropÌ_ischen Gemeinschaft und der Kirgisischen Republik Ì_ber bestimmte Aspekte von Luftverkehrsdiensten,2007;
,,,,,,,,,,,,,,,,29.10.2007,,770/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. September 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber den Abschluss des Abkommens zwischen der EuropÌ_ischen Gemeinschaft und der Republik Panama Ì_ber bestimmte Aspekte von Luftverkehrsdiensten,2007;
"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,EU (fdf) - Fz,02.11.2007,EU,769/07,0,""Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (Bereich """"Steuerharmonisierung"""")"",2007";
",,,,,,,,,,,,,,,,02.11.2007,,768/07,,""EntschlieÌÙung des Bundesrates """"Das europÌ_ische Naturschutzrecht evaluieren und zukunftsfÌ_hig ausgestalten"""""",2007";
,,,,,,,,,,,,,,,,16.11.2007,,767/07,,Wahl der Vorsitzenden des Wirtschaftsausschusses,2007;
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),01.11.2007,G,766/07,0,""Verordnung fÌ_r ein Register Ì_ber Einrichtungen, die Blutstammzellzubereitungen herstellen und in den Verkehr bringen oder einfÌ_hren (Blutstammzelleinrichtungen-Registerverordnung - BERV)"",2007";
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),19.11.2007,R,765/07,0,Verfahren vor dem Bundesverfassungsgericht,2007;
,,,,,,,,,,,,,,,,01.11.2007,,764/07,,EntschlieÌÙung des Bundesrates zum Energiesteuergesetz,2007;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Fz (fdf) - R - Wi,01.11.2007,Fz,763/07,0,Entwurf eines Gesetzes zur Begrenzung der mit Finanzinvestitionen verbundenen Risiken (Risikobegrenzungsgesetz),2007;
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,EU (fdf) - AS - FS - In - K - R - Wi,31.10.2007,EU,762/07,0,Vorschlag fÌ_r eine Richtlinie des Rates Ì_ber die Bedingungen fÌ_r die Einreise und den Aufenthalt von DrittstaatsangehÌ¦rigen zur AusÌ_bung einer hochqualifizierten BeschÌ_ftigung,2007;
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),09.11.2007,AS,761/07,0,""Gesetz zu dem Abkommen vom 9. Februar 2007 zwischen der Bundesrepublik Deutschland und Australien Ì_ber die Soziale Sicherheit von vorÌ_bergehend im Hoheitsgebiet des anderen Staates beschÌ_ftigten Personen (""""ErgÌ_nzungsabkommen"""")"",2007";
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),09.11.2007,R,760/07,0,Gesetz zur Ìãnderung des Unterhaltsrechts,2007;
,,,,,,,,,,,,,,,,08.11.2007,,759/07,,Gesetz zur Vorbereitung eines registergestÌ_tzten Zensus einschlieÌÙlich einer GebÌ_ude- und WohnungszÌ_hlung 2011 (Zensusvorbereitungsgesetz 2011 - ZensVorbG 2011),2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FS (fdf),09.11.2007,FS,758/07,0,Erstes Gesetz zur Ìãnderung des Unterhaltsvorschussgesetzes,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),09.11.2007,Wi,757/07,0,Gesetz zur Finanzierung der Beendigung des subventionierten Steinkohlenbergbaus zum Jahr 2018 (Steinkohlefinanzierungsgesetz),2007;
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Vk (fdf) - Fz,09.11.2007,Vk,756/07,0,Zweites Gesetz zur Ìãnderung des Regionalisierungsgesetzes,2007;
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V (fdf),09.11.2007,V,755/07,0,Gesetz zur Regelung der Weiterverwendung nach EinsatzunfÌ_llen (Einsatz-Weiterverwendungsgesetz - EinsatzWVG),2007;
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V (fdf),09.11.2007,V,754/07,0,Erstes Gesetz zur Ìãnderung des Personalanpassungsgesetzes,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),09.11.2007,R,753/07,0,... Gesetz zur Ìãnderung des Jugendgerichtsgesetzes und anderer Gesetze,2007;
"0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,A (fdf) - Fz - G,09.11.2007,A,752/07,0,""Allgemeine Verwaltungsvorschrift Ì_ber GrundsÌ_tze zur DurchfÌ_hrung der amtlichen ÌÏberwachung der Einhaltung lebensmittelrechtlicher, weinrechtlicher und tabakrechtlicher Vorschriften (AVV Rahmen-ÌÏberwachung - AVV RÌÏb)"",2007";
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),09.11.2007,In,751/07,0,Gesetz zur Aufhebung der Heimkehrerstiftung und zur Finanzierung der Stiftung fÌ_r ehemalige politische HÌ_ftlinge (Heimkehrerstiftungsaufhebungsgesetz - HKStAufhG),2007;
"0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Fz (fdf) - FJ - FS - K,09.11.2007,Fz,750/07,0,""Gesetz zur Errichtung eines SondervermÌ¦gens """"Kinderbetreuungsausbau"""" und zur Entfristung des Kinderzuschlags"",2007";
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),09.11.2007,Fz,749/07,0,Zweites Gesetz zur Ìãnderung des Finanzverwaltungsgesetzes und anderer Gesetze,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),09.11.2007,Fz,748/07,0,Gesetz zur Ìãnderung des Investmentgesetzes und zur Anpassung anderer Vorschriften (InvestmentÌ_nderungsgesetz),2007;
0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Fz (fdf) - R - Wi,09.11.2007,Fz,747/07,0,Jahressteuergesetz 2008 (JStG 2008),2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),09.11.2007,AS,746/07,0,Gesetz zur Ìãnderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),09.11.2007,AS,745/07,0,Gesetz zur Ìãnderung des Bundesversorgungsgesetzes und anderer Vorschriften des Sozialen EntschÌ_digungsrechts,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf) - A,09.11.2007,AS,744/07,0,Gesetz zur Modernisierung des Rechts der landwirtschaftlichen Sozialversicherung (LSVMG),2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),09.11.2007,AS,743/07,0,Gesetz zur FÌ¦rderung der zusÌ_tzlichen Altersvorsorge und zur Ìãnderung des Dritten Buches Sozialgesetzbuch,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),09.11.2007,A,742/07,0,Erstes Gesetz zur Ìãnderung des Legehennenbetriebsregistergesetzes,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),09.11.2007,A,741/07,0,Erstes Gesetz zur Ìãnderung des Tierschutzgesetzes,2007;
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),09.11.2007,A,740/07,0,""Gesetz zur Ìãnderung der gesetzlichen Berichtspflichten im ZustÌ_ndigkeitsbereich des Bundesministeriums fÌ_r ErnÌ_hrung, Landwirtschaft und Verbraucherschutz"",2007";
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),09.11.2007,A,739/07,0,""Gesetz zur Neuordnung der Ressortforschung im GeschÌ_ftsbereich des Bundesministeriums fÌ_r ErnÌ_hrung, Landwirtschaft und Verbraucherschutz"",2007";
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf) - A,30.10.2007,EU,738/07,0,EntschlieÌÙung des Bundesrates zur Gestaltung des Milchquotenausstiegs 2014/15,2007;
",,,,,,,,,,,,,,,,25.10.2007,,737/07,,""Bericht der Bundesregierung 2007 zur Anwendung des Standardkosten-Modells """"BÌ_rokratiekosten: Erkennen - Messen - Abbauen"""""",2007";
"0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - A - U,25.10.2007,EU,736/07,0,""Vorschlag fÌ_r eine Verordnung des Rates Ì_ber ein Gemeinschaftssystem zur Verhinderung, BekÌ_mpfung und Unterbindung der illegalen, nicht gemeldeten und unregulierten Fischerei"",2007";
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - A - U,25.10.2007,EU,735/07,0,Vorschlag fÌ_r eine Verordnung des Rates zum Schutz empfindlicher TiefseeÌ¦kosysteme vor den schÌ_dlichen Auswirkungen von GrundfanggerÌ_ten,2007;
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - In,25.10.2007,Vk,734/07,0,Allgemeine Verwaltungsvorschrift zur Ìãnderung der Allgemeinen Verwaltungsvorschrift zur StraÌÙenverkehrs-Ordnung (VwV-StVO),2007;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),25.10.2007,U,733/07,0,Erstes Gesetz zur Ìãnderung des Bundesnaturschutzgesetzes,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),18.10.2007,Fz,732/07,0,HaushaltsfÌ_hrung 2007 Einwilligung in eine Ì_berplanmÌ_ÌÙige Ausgabe bei Kapitel 1113 Titel 636 12 - Zuschuss des Bundes an die KÌ_nstlersozialkasse -,2007;
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,U (fdf) - A - In - Wi,24.10.2007,U,731/07,0,EntschlieÌÙung des Bundesrates zur Erleichterung der Einspeisung von Biogas in das allgemeine Erdgasnetz,2007;
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,U (fdf) - AS - G - Wo,23.10.2007,U,730/07,0,UmweltradioaktivitÌ_t und Strahlenbelastung im Jahr 2006,2007;
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,EU (fdf) - Fz - In - Wi,23.10.2007,EU,729/07,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber europÌ_ische Statistiken,2007;
"0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,EU (fdf) - AS - G - U - Wi,23.10.2007,EU,728/07,0,""Vorschlag fÌ_r eine Entscheidung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Richtlinien 76/768/EWG, 88/378/EWG und 1999/13/EG des Rates sowie der Richtlinien 2000/53/EG, 2002/96/EG und 2004/42/EG zwecks ihrer Anpassung an die Verordnung (EG) Nr. ..... Ì_ber die Einstufung, Kennzeichnung und Verpackung von Stoffen und Gemischen sowie zur Ìãnderung der Richtlinie 67/548/EWG und der Verordnung (EG) Nr. 1907/2006"",2007";
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),18.10.2007,Fz,727/07,0,HaushaltsfÌ_hrung 2007 Einwilligung in eine Ì_berplanmÌ_ÌÙige Ausgabe bei Kapitel 1113 Titel 636 85 - ZuschÌ_sse zu den BeitrÌ_gen zur Rentenversicherung der in WerkstÌ_tten beschÌ_ftigten behinderten Menschen -,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),18.10.2007,Fz,726/07,0,HaushaltsfÌ_hrung 2007 Einwilligung in eine Ì_berplanmÌ_ÌÙige Ausgabe bei Kapitel 1113 Titel 636 22 - Erstattung von Aufwendungen der Deutschen Rentenversicherung Bund aufgrund der ÌÏberfÌ_hrung von Zusatzversorgungssystemen in die RV in den neuen LÌ_ndern (einschlieÌÙlich ehemaliges Ost-Berlin) -,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),19.10.2007,Fz,725/07,0,Verordnung zur DurchfÌ_hrung von å¤ 89 Abs. 2 der Abgabenordnung (Steuer-Auskunftsverordnung - StAuskV),2007;
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,A (fdf) - Fz - In - U,19.10.2007,A,724/07,0,Verordnung Ì_ber die Registrierung von Erlaubnissen zur Haltung von Tieren an wechselnden Orten (Zirkusregisterverordnung - ZirkRegV),2007;
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,AS (fdf) - Fz - G,19.10.2007,AS,723/07,0,Verordnung Ì_ber maÌÙgebende RechengrÌ¦ÌÙen der Sozialversicherung fÌ_r 2008 (Sozialversicherungs-RechengrÌ¦ÌÙenverordnung 2008),2007;
"0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,Vk (fdf) - In - U - Wi,19.10.2007,Vk,722/07,0,""Entwurf eines Gesetzes zur Ìãnderung seeverkehrsrechtlicher, verkehrsrechtlicher und anderer Vorschriften mit Bezug zum Seerecht"",2007";
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,Vk (fdf) - In - K - Wi,19.10.2007,Vk,721/07,0,Entwurf eines Vierten Gesetzes zur Ìãnderung des Fahrlehrergesetzes,2007;
0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,In (fdf) - Fz - K - R - V,19.10.2007,In,720/07,0,Entwurf eines Gesetzes zur Neuordnung und Modernisierung des Bundesdienstrechts (Dienstrechtsneuordnungsgesetz - DNeuG),2007;
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,G (fdf) - In - Wi,19.10.2007,G,719/07,0,Entwurf eines Gesetzes zur Neuregelung des GrundstoffÌ_berwachungsrechts,2007;
0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,G (fdf) - FS - Fz - K - R - Wi,19.10.2007,G,718/07,0,Entwurf eines Gesetzes zur strukturellen Weiterentwicklung der Pflegeversicherung (Pflege-Weiterentwicklungsgesetz),2007;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Fz (fdf) - In,19.10.2007,Fz,717/07,0,Entwurf eines Gesetzes zur Bereinigung von Bundesrecht im ZustÌ_ndigkeitsbereich des Bundesministeriums der Finanzen und zur Ìãnderung des MÌ_nzgesetzes,2007;
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,EU (fdf) - In - U - Vk - Wi,17.10.2007,EU,716/07,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die Typgenehmigung von Kraftfahrzeugen mit Wasserstoffantrieb und zur Ìãnderung der Richtlinie 2007/46/EG,2007;
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,EU (fdf) - In - Vk - Wi,17.10.2007,EU,715/07,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber den Schutz von FuÌÙgÌ_ngern und anderen ungeschÌ_tzten Verkehrsteilnehmern,2007;
"0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,16.10.2007,EU,714/07,0,""Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Partnerschaft fÌ_r die Kommunikation Ì_ber Europa"",2007";
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,AS (fdf) - Fz - In - Wo,18.10.2007,AS,713/07,0,Entwurf eines Dritten Gesetzes zur Ìãnderung des Zweiten Buches Sozialgesetzbuch,2007;
"0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,EU (fdf) - K - U - Wi,16.10.2007,EU,712/07,0,""Vorschlag fÌ_r eine Verordnung des Rates zur GrÌ_ndung des gemeinsamen Unternehmens """"Brennstoffzellen und Wasserstoff"""""",2007";
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,17.10.2007,EU,711/07,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (EuropÌ_isches Netzwerk zur QualitÌ_tssicherung in der beruflichen Bildung),2007;
",,,,,,,,,,,,,,,,10.10.2007,,710/07,,""Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zum Gesetz zur Neuordnung des Tierzuchtrechts sowie zur Ìãnderung des Tierseuchengesetzes, des Tierschutzgesetzes und des Arzneimittelgesetzes"",2007";
,,,,,,,,,,,,,,,,10.10.2007,,709/07,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Zweiten Verordnung zur Ìãnderung der Verordnung Ì_ber tiefgefrorene Lebensmittel,2007;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),19.10.2007,Vk,708/07,0,Gesetz zu dem Protokoll vom 28. Oktober 1993 zur Ìãnderung des EuropÌ_ischen ÌÏbereinkommens vom 30. September 1957 Ì_ber die internationale BefÌ¦rderung gefÌ_hrlicher GÌ_ter auf der StraÌÙe (ADR),2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),19.10.2007,R,707/07,0,Zweites Gesetz zur Ìãnderung des Pflichtversicherungsgesetzes und anderer versicherungsrechtlicher Vorschriften,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),19.10.2007,R,706/07,0,Zweites Gesetz Ì_ber die Bereinigung von Bundesrecht im ZustÌ_ndigkeitsbereich des Bundesministeriums der Justiz,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),19.10.2007,R,705/07,0,Gesetz zur Neuregelung des Rechtsberatungsrechts,2007;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),11.10.2007,EU,704/07,0,Jahresbericht 2006 der Kommission der EuropÌ_ischen Gemeinschaften Ì_ber die Beziehungen der Kommission zu den nationalen Parlamenten,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),29.10.2007,R,703/07,0,Verfahren vor dem Bundesverfassungsgericht,2007;
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,U (fdf) - Wi,09.10.2007,U,702/07,0,EntschlieÌÙung des Bundesrates zur Ìãnderung des å¤ 10 des Gesetzes fÌ_r den Vorrang Erneuerbarer Energien (Erneuerbare-Energien-Gesetz - EEG),2007;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf) - A,09.10.2007,In,701/07,0,Entwurf eines Gesetzes zur Ìãnderung des Waffengesetzes,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),19.10.2007,Fz,700/07,0,Entwurf eines Gesetzes Ì_ber die Feststellung eines Nachtrags zum Bundeshaushaltsplan fÌ_r das Haushaltsjahr 2007 (Nachtragshaushaltsgesetz 2007),2007;
