AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;
0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,EU (fdf) - Fz - R - Wi,23.07.2007,EU,510/07,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates betreffend die Aufnahme und AusÌ_bung der Versicherungs- und der RÌ_ckversicherungstÌ_tigkeit (SOLVABILITÌãT II),2007;
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Wi (fdf) - G,23.07.2007,Wi,509/07,0,Stellungnahme der Bundesregierung zum Sechzehnten Hauptgutachten der Monopolkommission 2004/2005,2007;
0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,Fz (fdf) - K - R - Wi,20.07.2007,Fz,508/07,0,Entwurf eines ... Gesetzes zur Ìãnderung des Steuerberatungsgesetzes,2007;
"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),20.07.2007,K,507/07,0,""Benennung eines Mitglieds und eines stellvertretenden Mitglieds des Kuratoriums der Stiftung """"Haus der Geschichte der Bundesrepublik Deutschland"""""",2007";
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),20.07.2007,Wi,506/07,0,""Benennung eines Mitglieds und eines stellvertretenden Mitglieds fÌ_r den Beirat der Bundesnetzagentur fÌ_r ElektrizitÌ_t, Gas, Telekommunikation, Post und Eisenbahnen"",2007";
,,,,,,,,,,,,,,,,19.07.2007,,505/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 11. Juli 2007 zu der Einberufung der Regierungskonferenz: Stellungnahme des EuropÌ_ischen Parlaments (Artikel 48 des Vertrags Ì_ber die EuropÌ_ische Union),2007;
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,EU (fdf) - AS - Fz - K - U - Wi,18.07.2007,EU,504/07,0,Vierter Bericht der Kommission der EuropÌ_ischen Gemeinschaften Ì_ber den wirtschaftlichen und sozialen Zusammenhalt,2007;
,,,,,,,,,,,,,,,,12.07.2007,,503/07,,Bericht der Bundesregierung Ì_ber den Stand des Ausbaus fÌ_r ein bedarfsgerechtes Angebot an Kindertagesbetreuung fÌ_r Kinder unter drei Jahren - 2007 -,2007;
,,,,,,,,,,,,,,,,12.07.2007,,502/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 21. Juni 2007 zu dem Vertrauen der Verbraucher in das digitale Umfeld,2007;
,,,,,,,,,,,,,,,,12.07.2007,,501/07,,Empfehlung des EuropÌ_ischen Parlaments an den Rat vom 21. Juni 2007 zu den Entwicklungen in den Verhandlungen Ì_ber den Rahmenbeschluss zur BekÌ_mpfung von Rassismus und Fremdenfeindlichkeit,2007;
",,,,,,,,,,,,,,,,12.07.2007,,500/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 21. Juni 2007 zum Raum der Freiheit, der Sicherheit und des Rechts: Strategie fÌ_r die AuÌÙendimension, Aktionsplan zur Umsetzung des Haager Programms"",2007";
",,,,,,,,,,,,,,,,12.07.2007,,499/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 21. Juni 2007 zu einem Vertrag Ì_ber den Waffenhandel: Festlegung gemeinsamer internationaler Normen fÌ_r die Einfuhr, die Ausfuhr und den Transfer von konventionellen Waffen"",2007";
,,,,,,,,,,,,,,,,12.07.2007,,498/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 21. Juni 2007 zu dem Entwurf fÌ_r eine Entscheidung der Kommission zur Ausarbeitung eines regionalen Strategiepapiers 2007-2013 und eines mehrjÌ_hrigen Richtprogramms fÌ_r Asien,2007;
",,,,,,,,,,,,,,,,12.07.2007,,497/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 21. Juni 2007 zu MEDA und der Finanzhilfe fÌ_r PalÌ_stina - Bewertung, Umsetzung und Kontrolle"",2007";
,,,,,,,,,,,,,,,,12.07.2007,,496/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 20. Juni 2007 zu den Millenniums-Entwicklungszielen - Zwischenbilanz,2007;
,,,,,,,,,,,,,,,,12.07.2007,,495/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 20. Juni 2007 zu den spezifischen Problemen bei der Umsetzung und Anwendung der Rechtsvorschriften Ì_ber das Ì¦ffentliche Beschaffungswesen und ihre Beziehung zur Lissabonner Agenda,2007;
,,,,,,,,,,,,,,,,12.07.2007,,494/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 19. Juni 2007 zu einem Regelungsrahmen fÌ_r MaÌÙnahmen zur Vereinbarkeit von Familienleben und Studienzeiten fÌ_r junge Frauen in der EuropÌ_ischen Union,2007;
",,,,,,,,,,,,,,,,12.07.2007,,493/07,,""Empfehlung des EuropÌ_ischen Parlaments vom 19. Juni 2007 auf der Grundlage des Berichts des Untersuchungsausschusses zur Krise der """"Equitable Life Assurance Society"""""",2007";
,,,,,,,,,,,,,,,,12.07.2007,,492/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 19. Juni 2007 zu den Wirtschafts- und Handelsbeziehungen zwischen der EuropÌ_ischen Union und Russland,2007;
,,,,,,,,,,,,,,,,12.07.2007,,491/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 19. Juni 2007 zu dem Vorschlag fÌ_r eine Verordnung des Rates Ì_ber den Abschluss des partnerschaftlichen Fischereiabkommens zwischen der EuropÌ_ischen Gemeinschaft und der Republik Kiribati,2007;
,,,,,,,,,,,,,,,,12.07.2007,,490/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 19. Juni 2007 zu dem Vorschlag fÌ_r eine Verordnung des Rates Ì_ber den Abschluss eines partnerschaftlichen Fischereiabkommens zwischen der Demokratischen Republik SÌ£o TomÌ© und PrÌ_ncipe und der EuropÌ_ischen Gemeinschaft,2007;
0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,EU (fdf) - FJ - Fz - G - In - K - Wi,17.07.2007,EU,489/07,0,WeiÌÙbuch Sport der Kommission der EuropÌ_ischen Gemeinschaften,2007;
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,EU (fdf) - Fz - K,17.07.2007,EU,488/07,0,Vorschlag fÌ_r einen Beschluss des EuropÌ_ischen Parlaments und des Rates Ì_ber ein Aktionsprogramm zur Verbesserung der QualitÌ_t der Hochschulbildung und zur FÌ¦rderung des kulturellen VerstÌ_ndnisses durch die Zusammenarbeit mit Drittstaaten (Erasmus Mundus) (2009 bis 2013),2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),16.07.2007,A,487/07,0,Erste Verordnung zur Ìãnderung der Verordnung Ì_ber die Anwendung gemeinschaftsrechtlicher Vorschriften fÌ_r die Beihilfe fÌ_r Energiepflanzen bei der Verarbeitung im landwirtschaftlichen Betrieb im Jahr 2007,2007;
,,,,,,,,,,,,,,,,09.07.2007,,486/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 7. Juni 2007 zum Sozialstatut der KÌ_nstler und KÌ_nstlerinnen,2007;
,,,,,,,,,,,,,,,,09.07.2007,,485/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 7. Juni 2007 zur 5. Sitzung des Menschenrechtsrats der Vereinten Nationen (UNHRC),2007;
,,,,,,,,,,,,,,,,09.07.2007,,484/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 7. Juni 2007 zu der Roadmap fÌ_r den EU-Verfassungsprozess,2007;
,,,,,,,,,,,,,,,,09.07.2007,,483/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 7. Juni 2007 zu den EntwÌ_rfen fÌ_r BeschlÌ_sse der Kommission zur Ausarbeitung von regionalen Strategiepapieren und regionalen Richtprogrammen fÌ_r den Mercosur und fÌ_r Lateinamerika,2007;
,,,,,,,,,,,,,,,,09.07.2007,,482/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 7. Juni 2007 Ì_ber den Vorschlag fÌ_r einen Beschluss des Rates und der Kommission Ì_ber den Abschluss des Protokolls zum Abkommen Ì_ber Partnerschaft und Zusammenarbeit zwischen den EuropÌ_ischen Gemeinschaften und ihren Mitgliedstaaten einerseits und der Russischen FÌ¦deration andererseits anlÌ_sslich des Beitritts der Republik Bulgarien und RumÌ_niens zur EuropÌ_ischen Union,2007;
,,,,,,,,,,,,,,,,12.07.2007,,328/06,,,2007;
,,,,,,,,,,,,,,,,12.07.2007,,626/04(neu),,,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),13.07.2007,Fz,479/07,0,Neunundvierzigste Verordnung zur DurchfÌ_hrung des å¤ 172 des BundesentschÌ_digungsgesetzes,2007;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - A - Fz - Wi,12.07.2007,EU,478/07,0,Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften an den Rat und das EuropÌ_ische Parlament Ì_ber vom Normalsatz abweichende MehrwertsteuersÌ_tze,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),12.07.2007,R,477/07,0,Vorschlag der Bundesministerin der Justiz fÌ_r die Ernennung eines Bundesanwalts beim Bundesgerichtshof,2007;
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,EU (fdf) - In - R - U - Wi,11.07.2007,EU,476/07,0,Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften: Auf dem Weg zu einer Charta der Rechte der Energieverbraucher,2007;
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,EU (fdf) - A - Fz,10.07.2007,EU,475/07,0,Vorschlag fÌ_r eine Verordnung des Rates Ì_ber die gemeinsame Marktorganisation fÌ_r Wein und zur Ìãnderung bestimmter Verordnungen,2007;
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Vk (fdf) - In - U,11.07.2007,Vk,474/07,0,Erste Verordnung zur Ìãnderung der Gefahrgutverordnung See,2007;
"0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,EU (fdf) - AS - G - U - Wi,09.07.2007,EU,473/07,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die Einstufung, Kennzeichnung und Verpackung von Stoffen und Gemischen sowie zur Ìãnderung der Richtlinie 67/548/EWG und der Verordnung (EG) Nr. 1907/2006 (Band I und Band II mit Anhang I)"",2007";
,,,,,,,,,,,,,,,,10.07.2007,,472/07,,EntschlieÌÙung des Bundesrates zur StÌ_rkung der deutschen Sprache in der EU,2007;
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,09.07.2007,EU,471/07,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EG) Nr. 2004/2003 Ì_ber die Regelungen fÌ_r die politischen Parteien auf europÌ_ischer Ebene und ihre Finanzierung,2007;
"0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,EU (fdf) - AS - FJ - R - Wi,09.07.2007,EU,470/07,0,""Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen - Gemeinsame GrundsÌ_tze fÌ_r den Flexicurity-Ansatz herausarbeiten: Mehr und bessere ArbeitsplÌ_tze durch FlexibilitÌ_t und Sicherheit"",2007";
"0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,EU (fdf) - A - In - K - U - Vk - Wi - Wo,09.07.2007,EU,469/07,0,""GrÌ_nbuch der Kommission der EuropÌ_ischen Gemeinschaften an den Rat, das EuropÌ_ische Parlament, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Anpassung an den Klimawandel in Europa - Optionen fÌ_r MaÌÙnahmen der EuropÌ_ischen Union"",2007";
,,,,,,,,,,,,,,,,03.07.2007,,468/07,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Zweiten Verordnung zur Ìãnderung der Rebenpflanzgutverordnung,2007;
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,In (fdf) - FJ - Fz,31.08.2007,In,467/07,0,Gesetz zur Ìãnderung des Mikrozensusgesetzes 2005 und des BevÌ¦lkerungsstatistikgesetzes,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,AS (fdf) - Fz - Wi,31.08.2007,AS,466/07,0,Zweites Gesetz zur Ìãnderung des Zweiten Buches Sozialgesetzbuch - Perspektiven fÌ_r Langzeitarbeitslose mit besonderen Vermittlungshemmnissen - JobPerspektive,2007;
0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,AS (fdf) - FJ - Fz - K - Wi,31.08.2007,AS,465/07,0,Viertes Gesetz zur Ìãnderung des Dritten Buches Sozialgesetzbuch - Verbesserung der Qualifizierung und BeschÌ_ftigungschancen von jÌ_ngeren Menschen mit Vermittlungshemmnissen,2007;
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,U (fdf) - In - Vk,05.07.2007,U,464/07,0,Erste Verordnung zur Ìãnderung der FÌ_nfunddreiÌÙigsten Verordnung zur DurchfÌ_hrung des Bundes-Immissionsschutzgesetzes (Verordnung zur Kennzeichnung der Kraftfahrzeuge mit geringem Beitrag zur Schadstoffbelastung),2007;
"0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,03.07.2007,EU,463/07,0,""Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften an das EuropÌ_ische Parlament, den Rat und den EuropÌ_ischen Wirtschafts- und Sozialausschuss: Umsetzung des Programms der Gemeinschaft fÌ_r mehr Wachstum und BeschÌ_ftigung und eine Steigerung der WettbewerbsfÌ_higkeit von EU-Unternehmen: Weitere Fortschritte im Jahr 2006 und nÌ_chste Schritte zu einem Vorschlag einer gemeinsamen konsolidierten KÌ¦rperschaftssteuer-Bemessungsgrundlage (GKKB)"",2007";
,,,,,,,,,,,,,,,,03.07.2007,,462/07,,EntschlieÌÙung des Bundesrates zur Zukunft der EuropÌ_ischen Union,2007;
",,,,,,,,,,,,,,,,03.07.2007,,461/07,,""Bericht der Bundesregierung zur Bilanz der deutschen EU-RatsprÌ_sidentschaft """"Europa gelingt gemeinsam"""""",2007";
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - A - U,28.06.2007,EU,460/07,0,Vorschlag fÌ_r eine Verordnung des Rates Ì_ber die Genehmigung der FischereitÌ_tigkeiten von Fischereifahrzeugen der Gemeinschaft auÌÙerhalb der GemeinschaftsgewÌ_sser und den Zugang von Drittlandschiffen zu GemeinschaftsgewÌ_ssern,2007;
,,,,,,,,,,,,,,,,20.06.2007,,459/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments zu den Menschenrechten im Sudan,2007;
,,,,,,,,,,,,,,,,20.06.2007,,458/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 24. Mai 2007 zu Estland,2007;
,,,,,,,,,,,,,,,,20.06.2007,,457/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 24. Mai 2007 zu Kaschmir: derzeitige Lage und kÌ_nftige Perspektiven,2007;
",,,,,,,,,,,,,,,,20.06.2007,,456/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 24. Mai 2007 Ì_ber """"Kenntnisse in die Praxis umsetzen: Eine breit angelegte Innovationsstrategie fÌ_r die EU"""""",2007";
,,,,,,,,,,,,,,,,20.06.2007,,455/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 24. Mai 2007 zu den jÌ_ngsten Wahlen in Nigeria,2007;
",,,,,,,,,,,,,,,,20.06.2007,,454/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 23. Mai 2007 zu dem Thema """"MenschenwÌ_rdige Arbeit fÌ_r alle fÌ¦rdern"""""",2007";
",,,,,,,,,,,,,,,,20.06.2007,,453/07,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 23. Mai 2007 zu dem Jahresbericht des Rates an das EuropÌ_ische Parlament Ì_ber die Hauptaspekte und grundlegenden Optionen der GASP, einschlieÌÙlich der finanziellen Auswirkungen fÌ_r den Gesamthaushaltsplan der EuropÌ_ischen Union - 2005"",2007";
,,,,,,,,,,,,,,,,20.06.2007,,452/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 23. Mai 2007 zu den Auswirkungen und Folgen der Strukturpolitiken auf den Zusammenhalt der EU,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),10.08.2007,Fz,451/07,0,Finanzplan des Bundes 2007 bis 2011,2007;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),10.08.2007,Fz,450/07,0,Entwurf eines Gesetzes Ì_ber die Feststellung des Bundeshaushaltsplans fÌ_r das Haushaltsjahr 2008 (Haushaltsgesetz 2008),2007;
",,,,,,,,,,,,,,,,20.06.2007,,449/07,,""Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 23. Mai 2007 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber den Abschluss eines Zweiten Zusatzprotokolls zum Abkommen Ì_ber wirtschaftliche Partnerschaft, politische Koordinierung und Zusammenarbeit zwischen der EuropÌ_ischen Gemeinschaft und ihren Mitgliedstaaten einerseits und den Vereinigten Mexikanischen Staaten andererseits anlÌ_sslich des Beitritts der Republik Bulgarien und RumÌ_niens zur EuropÌ_ischen Union"",2007";
",,,,,,,,,,,,,,,,20.06.2007,,448/07,,""ErklÌ_rung des EuropÌ_ischen Parlaments vom 22. Mai 2007 zur Schaffung einer umweltfreundlichen Wasserstoffwirtschaft und zur Initiierung einer dritten industriellen Revolution in Europa durch eine Partnerschaft mit den engagierten Regionen und StÌ_dten, KMU und Organisationen der Zivilgesellschaft"",2007";
,,,,,,,,,,,,,,,,20.06.2007,,447/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 22. Mai 2007 zu Europa im Zeitalter der Globalisierung - externe Aspekte der WettbewerbsfÌ_higkeit,2007;
,,,,,,,,,,,,,,,,20.06.2007,,446/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 22. Mai 2007 zur EindÌ_mmung des Verlusts der biologischen Vielfalt bis zum Jahr 2010,2007;
,,,,,,,,,,,,,,,,20.06.2007,,445/07,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 22. Mai 2007 zu dem Vorschlag fÌ_r eine Verordnung des Rates Ì_ber den Abschluss des Abkommens zwischen der EuropÌ_ischen Gemeinschaft und der Regierung der Russischen FÌ¦deration Ì_ber die Zusammenarbeit in der Fischerei und bei der Erhaltung der lebenden Meeresressourcen in der Ostsee,2007;
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,EU (fdf) - K - Wi,27.06.2007,EU,444/07,0,Vorschlag fÌ_r eine Verordnung des Rates Ì_ber die GrÌ_ndung des gemeinsamen Unternehmens ENIAC (Technologieinitiative Nanoelektronik),2007;
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,U (fdf) - Wi,29.06.2007,U,443/07,0,Gesetz zur Ìãnderung der Rechtsgrundlagen zum Emissionshandel im Hinblick auf die Zuteilungsperiode 2008 bis 2012,2007;
,,,,,,,,,,,,,,,,27.06.2007,,442/07,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum GrÌ_nbuch der Kommission der EuropÌ_ischen Gemeinschaften: Ein moderneres Arbeitsrecht fÌ_r die Herausforderungen des 21. Jahrhunderts,2007;
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,EU (fdf) - G - K - Wi,27.06.2007,EU,441/07,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (Ausschuss der Kommission fÌ_r die Richtlinie 2005/36/EG Ì_ber die Anerkennung beruflicher Qualifikationen),2007;
"0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,EU (fdf) - Fz - K - U - Vk - Wi,25.06.2007,EU,440/07,0,""Vorschlag fÌ_r eine Verordnung des Rates zur GrÌ_ndung eines gemeinsamen Unternehmens zur Umsetzung der """"Technologieinitiative Clean Sky"""""",2007";
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,R (fdf) - AS - Fz,27.06.2007,R,439/07,0,Entwurf eines Gesetzes zur Ìãnderung der Zivilprozessordnung und des Arbeitsgerichtsgesetzes,2007;
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,R (fdf) - Fz,27.06.2007,R,438/07,0,Entwurf eines Gesetzes zur EinfÌ_hrung des Wahlrechtsmittels in die Strafprozessordnung,2007;
,,,,,,,,,,,,,,,,18.06.2007,,437/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 10. Mai 2007 zur StÌ_rkung der europÌ_ischen Rechtsvorschriften im Bereich der Unterrichtung und AnhÌ¦rung von Arbeitnehmern,2007;
,,,,,,,,,,,,,,,,18.06.2007,,436/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 10. Mai 2007 zu dem Beitrag der kÌ_nftigen Regionalpolitik zur InnovationsfÌ_higkeit der EuropÌ_ischen Union (2006/2104(INI)),2007;
,,,,,,,,,,,,,,,,18.06.2007,,435/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 10. Mai 2007 zum Gipfel EU/Russland in Samara am 18. Mai 2007,2007;
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,G (fdf) - In,22.06.2007,G,434/07,0,Entwurf eines Gesetzes Ì_ber die diamorphingestÌ_tzte Substitutionsbehandlung,2007;
,,,,,,,,,,,,,,,,22.06.2007,,433/07,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber ein Sicherheitsmanagement fÌ_r die StraÌÙenverkehrsinfrastruktur,2007;
"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,19.06.2007,EU,432/07,0,""Vorschlag fÌ_r eine Verordnung des Rates Ì_ber die Einrichtung, den Betrieb und die Verwaltung einer Kommunikationsinfrastruktur fÌ_r die Umgebung des Schengener Informationssystems (SIS)"",2007";
"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,19.06.2007,EU,431/07,0,""Vorschlag fÌ_r einen Beschluss des Rates Ì_ber die Einrichtung, den Betrieb und die Verwaltung einer Kommunikationsinfrastruktur fÌ_r die Umgebung des Schengener Informationssystems (SIS)"",2007";
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),21.06.2007,Fz,430/07,0,Allgemeine Verwaltungsvorschrift zur AusfÌ_hrung des Umsatzsteuergesetzes (Umsatzsteuer-Richtlinien 2008 - UStR 2008),2007;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),22.06.2007,U,429/07,0,Gesetz zur AblÌ¦sung des Abfallverbringungsgesetzes und zur Ìãnderung weiterer Rechtsvorschriften,2007;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),22.06.2007,U,428/07,0,Gesetz zur Reduzierung und Beschleunigung von immissionsschutzrechtlichen Genehmigungsverfahren,2007;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),22.06.2007,G,427/07,0,Gesetz zu den Internationalen Gesundheitsvorschriften (2005) (IGV) vom 23. Mai 2005,2007;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),21.06.2007,EU,426/07,0,Bericht der Bundesregierung Ì_ber die TÌ_tigkeit des Europarats fÌ_r die Zeit vom 1. Januar bis 30. Juni 2006 sowie vom 1. Juli bis 31. Dezember 2006,2007;
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,EU (fdf) - FS - In - K - Wi,19.06.2007,EU,423/07,0,Vorschlag fÌ_r eine Entscheidung des EuropÌ_ischen Parlaments und des Rates Ì_ber die Beteiligung der Gemeinschaft an einem von mehreren Mitgliedstaaten durchgefÌ_hrten Forschungs- und Entwicklungsprogramm zur Verbesserung der LebensqualitÌ_t Ì_lterer Menschen durch den Einsatz neuer Informations- und Kommunikationstechnologien (IKT),2007;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf) - A,18.06.2007,EU,422/07,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Richtlinie 96/22/EG des Rates Ì_ber das Verbot der Verwendung bestimmter Stoffe mit hormonaler bzw. thyreostatischer Wirkung und von beta-Agonisten in der tierischen Erzeugung,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),19.06.2007,AS,421/07,0,Vorschlag fÌ_r die Berufung eines Mitglieds des Verwaltungsrates der Bundesagentur fÌ_r Arbeit,2007;
"0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,EU (fdf) - R - Wi - Wo,14.06.2007,EU,420/07,0,""Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber den Schutz der Verbraucher im Hinblick auf bestimmte Aspekte von Teilzeitnutzungsrechten, langfristigen Urlaubsprodukten sowie des Wiederverkaufs und Tausches derselben"",2007";
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,EU (fdf) - G,14.06.2007,EU,419/07,0,Mitteilung der Kommission der EuropÌ_ischen Gemeinschaften an das EuropÌ_ische Parlament und den Rat: Organspende und Organtransplantation - MaÌÙnahmen auf EU-Ebene,2007;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),15.06.2007,In,418/07,0,Erste Allgemeine Verwaltungsvorschrift zur Ìãnderung der Wehrerfassungsverwaltungsvorschrift,2007;
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Wi (fdf) - In - U,15.06.2007,Wi,417/07,0,Verordnung zum Erlass und zur Ìãnderung von Rechtsvorschriften auf dem Gebiet der Energieregulierung,2007;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),15.06.2007,A,416/07,0,Verordnung zur Ìãnderung von Verordnungen zur Anpassung an das Tierische-Nebenprodukte-Beseitigungsrecht,2007;
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - AS - In,13.06.2007,EU,415/07,0,Vorschlag fÌ_r eine Richtlinie des Rates zur Ìãnderung der Richtlinie 2003/109/EG zwecks Erweiterung ihres Anwendungsbereichs auf Personen mit internationalem Schutzstatus,2007;
0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,EU (fdf) - AS - FJ - G - In - K - R,13.06.2007,EU,414/07,0,GrÌ_nbuch der Kommission der EuropÌ_ischen Gemeinschaften Ì_ber das kÌ_nftige Gemeinsame EuropÌ_ische Asylsystem,2007;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),25.06.2007,R,413/07,0,Verfahren vor dem Bundesverfassungsgericht,2007;
"0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,EU (fdf) - A - G,13.06.2007,EU,412/07,0,""WeiÌÙbuch der Kommission der EuropÌ_ischen Gemeinschaften: ErnÌ_hrung, ÌÏbergewicht, Adipositas: Eine Strategie fÌ_r Europa"",2007";
,,,,,,,,,,,,,,,,06.06.2007,,411/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 26. April 2007 zu Simbabwe,2007;
,,,,,,,,,,,,,,,,06.06.2007,,410/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 26. April 2007 zum Fall des BBC-Journalisten Alan Johnston,2007;
,,,,,,,,,,,,,,,,06.06.2007,,409/07,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 26. April 2007 zu den Ì¦ffentlichen Finanzen in der WWU 2006,2007;
