AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;;;;;;
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,EU (fdf) - In - U - Vk - Wi,12.06.2013,EU,517/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Verwirklichung des einheitlichen europÌ_ischen Luftraums (Neufassung),2013;;;;;;
"0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,EU (fdf) - In - U - Vk - Wi,12.06.2013,EU,516/13,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EG) Nr. 216/2008 in Bezug auf FlugplÌ_tze, Flugverkehrsmanagement und Flugsicherungsdienste"",2013";;;;;;
"0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,EU (fdf) - K - U - Wi,12.06.2013,EU,515/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Aktionsplan fÌ_r eine wettbewerbsfÌ_hige und nachhaltige Stahlindustrie in Europa"",2013";;;;;;
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,EU (fdf) - R - Wi,12.06.2013,EU,514/13,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber bestimmte Vorschriften fÌ_r Schadensersatzklagen nach einzelstaatlichem Recht wegen Zuwiderhandlungen gegen wettbewerbsrechtliche Bestimmungen der Mitgliedstaaten und der EuropÌ_ischen Union,2013;;;;;;
"0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,EU (fdf) - AV - R - Wi,12.06.2013,EU,513/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Auf dem Weg zu einem allgemeinen europÌ_ischen Rahmen fÌ_r den kollektiven Rechtsschutz"",2013";;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,EU (fdf) - Fz - Wi,12.06.2013,EU,512/13,0,Vorschlag fÌ_r eine Richtlinie des Rates zur Ìãnderung der Richtlinie 2011/16/EU bezÌ_glich der Verpflichtung zum automatischen Austausch von Informationen im Bereich der Besteuerung,2013;;;;;;
,,,,,,,,,,,,,,,,14.06.2013,,511/13,,Entwurf eines Gesetzes zur FÌ¦rderung des elektronischen Rechtsverkehrs in der Justiz,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),14.06.2013,In,510/13,0,... Gesetz zur Ìãnderung des Bundesvertriebenengesetzes,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),14.06.2013,Vk,509/13,0,Gesetz zur Ìãnderung des Abkommens vom 20. MÌ_rz 1995 zwischen der Bundesrepublik Deutschland und der Republik Polen Ì_ber die Erhaltung der GrenzbrÌ_cken im Zuge der deutschen BundesfernstraÌÙen und der polnischen LandesstraÌÙen an der deutsch-polnischen Grenze,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V (fdf),14.06.2013,V,508/13,0,Gesetz zur Ìãnderung des Gesetzes zu dem OCCAR-ÌÏbereinkommen vom 9. September 1998,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,U (fdf) - Fz,14.06.2013,U,507/13,0,Gesetz zu dem ÌÏbereinkommen vom 13. Januar 2013 Ì_ber die Vorrechte und ImmunitÌ_ten der Internationalen Organisation fÌ_r erneuerbare Energien,2013;;;;;;
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),14.06.2013,K,506/13,0,Gesetz zu dem EuropÌ_ischen ÌÏbereinkommen vom 8. November 2001 zum Schutz des audiovisuellen Erbes und zu dem Protokoll vom 8. November 2001 zum EuropÌ_ischen ÌÏbereinkommen zum Schutz des audiovisuellen Erbes betreffend den Schutz von Fernsehproduktionen,2013;;;;;;
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,EU (fdf) - Fz,14.06.2013,EU,505/13,0,Gesetz zum Vorschlag fÌ_r eine Verordnung des Rates zur ÌÏbertragung besonderer Aufgaben im Zusammenhang mit der Aufsicht Ì_ber Kreditinstitute auf die EuropÌ_ische Zentralbank,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,V (fdf),14.06.2013,V,504/13,0,Gesetz zur Ìãnderung des Soldatinnen- und Soldatengleichstellungsgesetzes,2013;;;;;;
,,,,,,,,,,,,,,,,13.06.2013,,503/13,,Dritter Bodenschutzbericht der Bundesregierung,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),14.06.2013,R,502/13,0,Gesetz zur Ìãnderung des Bundeszentralregistergesetzes und anderer registerrechtlicher Vorschriften zum Zweck der Zulassung der elektronischen Antragstellung bei Erteilung einer Registerauskunft,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),14.06.2013,R,501/13,0,Gesetz zur StÌ_rkung der Funktionen der BetreuungsbehÌ¦rde,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),14.06.2013,R,500/13,0,Gesetz zur FÌ¦rderung des elektronischen Rechtsverkehrs mit den Gerichten,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),14.06.2013,R,499/13,0,Gesetz zur Ìãnderung des Bundesverfassungsgerichtsgesetzes,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),14.06.2013,R,498/13,0,Gesetz zur Umsetzung der Verbraucherrechterichtlinie und zur Ìãnderung des Gesetzes zur Regelung der Wohnungsvermittlung,2013;;;;;;
"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),14.06.2013,R,497/13,0,""Gesetz zur EinfÌ_hrung einer Partnerschaftsgesellschaft mit beschrÌ_nkter Berufshaftung und zur Ìãnderung des Berufsrechts der RechtsanwÌ_lte, PatentanwÌ_lte, Steuerberater und WirtschaftsprÌ_fer"",2013";;;;;;
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),14.06.2013,K,496/13,0,Siebtes Gesetz zur Ìãnderung des FilmfÌ¦rderungsgesetzes,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),14.06.2013,In,495/13,0,Gesetz zur Umsetzung der Richtlinie 2011/95/EU,2013;;;;;;
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,In (fdf) - R,14.06.2013,In,494/13,0,FÌ_nftes Gesetz zur Ìãnderung des Europawahlgesetzes,2013;;;;;;
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,G (fdf) - Fz,14.06.2013,G,493/13,0,Gesetz zur Beseitigung sozialer ÌÏberforderung bei Beitragsschulden in der Krankenversicherung,2013;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),14.06.2013,G,492/13,0,Drittes Gesetz zur Ìãnderung arzneimittelrechtlicher und anderer Vorschriften,2013;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),14.06.2013,G,491/13,0,Gesetz zur FÌ¦rderung der Sicherstellung des Notdienstes von Apotheken (Apothekennotdienstsicherstellungsgesetz - ANSG),2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),14.06.2013,Fz,490/13,0,Gesetz zur Ìãnderung des Finanzausgleichsgesetzes und der Bundeshaushaltsordnung,2013;;;;;;
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FJ (fdf),14.06.2013,FJ,489/13,0,Gesetz zum Ausbau der Hilfen fÌ_r Schwangere und zur Regelung der vertraulichen Geburt,2013;;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),14.06.2013,AV,488/13,0,Zweites Gesetz zur Ìãnderung des ÌĞko-Landbaugesetzes,2013;;;;;;
",,,,,,,,,,,,,,,,16.05.2013,,487/13,,""Bericht der Bundesregierung 2012 nach å¤ 7 des Gesetzes zur Einsetzung eines Nationalen Normenkontrollrates - Bessere Rechtsetzung 2012: Belastungen vermeiden, BÌ_rokratischen Aufwand verringern, Wirtschaftliche Dynamik sichern"",2013";;;;;;
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AA (fdf) - Fz,14.06.2013,AA,486/13,0,Gesetz Ì_ber die FÌ¦rderung Deutscher Auslandsschulen (Auslandsschulgesetz - ASchulG),2013;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),24.06.2013,R,485/13,0,Verfahren vor dem Bundesverfassungsgericht,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,U (fdf) - Vk - Wi - Wo,12.06.2013,U,484/13,0,Dritte Verordnung zur DurchfÌ_hrung des Gesetzes zum Schutz gegen FluglÌ_rm (FluglÌ_rm-AuÌÙenwohnbereichsentschÌ_digungs-Verordnung - 3. FlugLSV),2013;;;;;;
"0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,EU (fdf) - AV - Fz - U,10.06.2013,EU,483/13,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates mit Bestimmungen fÌ_r die Verwaltung der Ausgaben in den Bereichen Lebensmittelkette, Tiergesundheit und Tierschutz sowie Pflanzengesundheit und Pflanzenvermehrungsmaterial, zur Ìãnderung der Richtlinien des Rates 98/56/EG, 2000/29/EG und 2008/90/EG, der Verordnungen (EG) Nr. 178/2002, (EG) Nr. 882/2004 und (EG) Nr. 396/2005, der Richtlinie 2009/128/EG sowie der Verordnung (EG) Nr. 1107/2009 und zur Aufhebung der Entscheidungen des Rates 66/399/EWG, 76/894/EWG und 2009/470/EG"",2013";;;;;;
,,,,,,,,,,,,,,,,03.06.2013,,482/13,,Bericht der Bundesregierung Ì_ber bislang geprÌ_fte Optionen zur Steigerung von AttraktivitÌ_t und WettbewerbsfÌ_higkeit sowie Ì_ber MaÌÙnahmen zur stÌ_rkeren BerÌ_cksichtigung von ÌĞffentlich-Privaten Partnerschaften als Beschaffungsvariante der Ì¦ffentlichen Hand,2013;;;;;;
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,EU (fdf) - Fz - In - Wi,07.06.2013,EU,481/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die Bereitstellung und QualitÌ_t von Statistiken fÌ_r das Verfahren bei einem makroÌ¦konomischen Ungleichgewicht,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),06.06.2013,Fz,480/13,0,Entlastung der Bundesregierung wegen der Haushaltsrechnung und der VermÌ¦gensrechnung des Bundes fÌ_r das Haushaltsjahr 2012,2013;;;;;;
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,EU (fdf) - Fz - G - R,06.06.2013,EU,479/13,0,Mitteilung der Kommission an den Rat und das EuropÌ_ische Parlament: VerstÌ_rkung der BekÌ_mpfung des Zigarettenschmuggels und anderer Formen des illegalen Handels mit Tabakerzeugnissen - Eine umfassende EU-Strategie,2013;;;;;;
,,,,,,,,,,,,,,,,06.06.2013,,478/13,,Gesetz zur Strukturreform des GebÌ_hrenrechts des Bundes,2013;;;;;;
,,,,,,,,,,,,,,,,06.06.2013,,477/13,,Gesetz zur Umsetzung der Amtshilferichtlinie sowie zur Ìãnderung steuerlicher Vorschriften (Amtshilferichtlinie-Umsetzungsgesetz - AmtshilfeRLUmsG),2013;;;;;;
,,,,,,,,,,,,,,,,06.06.2013,,476/13,,Gesetz zur Verbesserung der steuerlichen FÌ¦rderung der privaten Altersvorsorge (Altersvorsorge-Verbesserungsgesetz - AltvVerbG),2013;;;;;;
,,,,,,,,,,,,,,,,06.06.2013,,475/13,,Achtes Gesetz zur Ìãnderung des Gesetzes gegen WettbewerbsbeschrÌ_nkungen (8. GWB-ÌãndG),2013;;;;;;
,,,,,,,,,,,,,,,,03.06.2013,,474/13,,Stellungnahme der Bundesregierung zu dem Beschluss des Bundesrates zu der EntschlieÌÙung des Bundesrates zur Weiterentwicklung der Freiwilligendienste,2013;;;;;;
,,,,,,,,,,,,,,,,04.06.2013,,473/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen fÌ_r die Online-Nutzung von Rechten an Musikwerken im Binnenmarkt C(2013) 3245 final,2013;;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,EU (fdf) - Wi,05.06.2013,EU,472/13,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der EuropÌ_ischen Union (Ratsarbeitsgruppe Energiefragen),2013;;;;;;
0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,EU (fdf) - AS - Fz - G - K - Wi - Wo,31.05.2013,EU,471/13,0,Vorschlag fÌ_r eine Empfehlung des Rates zum nationalen Reformprogramm Deutschlands 2013 mit einer Stellungnahme des Rates zum StabilitÌ_tsprogramm Deutschlands fÌ_r die Jahre 2012 bis 2017,2013;;;;;;
"0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,EU (fdf) - AS - FJ - Fz - G - K - Wi,31.05.2013,EU,470/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: EuropÌ_isches Semester 2013 - lÌ_nderspezifische Empfehlungen: Europa aus der Krise fÌ_hren"",2013";;;;;;
0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,EU (fdf) - K - R,31.05.2013,EU,469/13,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber die RÌ_ckgabe von unrechtmÌ_ÌÙig aus dem Hoheitsgebiet eines Mitgliedstaats verbrachten KulturgÌ_tern (Neufassung),2013;;;;;;
",,,,,,,,,,,,,,,,31.05.2013,,468/13,,""Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zur Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Eine verstÌ_rkte Partnerschaft im EuropÌ_ischen Forschungsraum im Zeichen von Exzellenz und Wachstum C(2013) 3089 final"",2013";;;;;;
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Wi (fdf) - AS - AV - In,31.05.2013,Wi,467/13,0,EntschlieÌÙung des Bundesrates zur Verringerung der Anzahl durchgefÌ_hrter Versorgungsunterbrechungen und zur Abmilderung der Folgen steigender Energiekosten,2013;;;;;;
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,Wi (fdf) - AS - AV - Fz - In,31.05.2013,Wi,466/13,0,Entwurf einer Verordnung zur Ìãnderung der Niederspannungsanschlussverordnung und der Niederdruckanschlussverordnung,2013;;;;;;
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,Wi (fdf) - AS - AV - Fz - In,31.05.2013,Wi,465/13,0,Entwurf einer Verordnung zur Ìãnderung der Stromgrundversorgungsverordnung und der Gasgrundversorgungsverordnung,2013;;;;;;
,,,,,,,,,,,,,,,,31.05.2013,,464/13,,EntschlieÌÙung des Bundesrates zur Aufnahme von Verhandlungen zwischen der EU und den USA Ì_ber ein transatlantisches Handels- und Investitionsabkommen (TTIP),2013;;;;;;
,,,,,,,,,,,,,,,,31.05.2013,,463/13,,EntschlieÌÙung des Bundesrates zum Freihandelsabkommen zwischen der EuropÌ_ischen Union und ihren Mitgliedstaaten einerseits sowie den USA andererseits (Transatlantic Trade and Investment Partnership - TTIP),2013;;;;;;
,,,,,,,,,,,,,,,,31.05.2013,,462/13,,Entwurf eines Gesetzes zur BekÌ_mpfung von Steuerstraftaten im Bankenbereich,2013;;;;;;
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,In (fdf) - FJ - Fz,31.05.2013,In,461/13,0,Entwurf eines Gesetzes Ì_ber die Zulassung der Mehrstaatigkeit und die Aufhebung der Optionsregelung im StaatsangehÌ¦rigkeitsrecht,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Fz (fdf) - AS - FS - U - Wo,31.05.2013,Fz,460/13,0,EntschlieÌÙung des Bundesrates zur energetischen Sanierung sowie zur FÌ¦rderung des altersgerechten und barrierefreien Wohnens,2013;;;;;;
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,R (fdf) - AS - U - Wi - Wo,31.05.2013,R,459/13,0,Entwurf eines Gesetzes Ì_ber die EindÌ_mmung rasant steigender Mieten (Zweites MietrechtsÌ_nderungsgesetz - 2. MietRÌãndG),2013;;;;;;
0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,Vk (fdf) - Fz - G - In - U,31.05.2013,Vk,458/13,0,EntschlieÌÙung des Bundesrates fÌ_r ein nationales FÌ¦rderprogramm zur LÌ_rmsanierung an StraÌÙen in kommunaler Baulast,2013;;;;;;
,,,,,,,,,,,,,,,,24.05.2013,,457/13,,Tourismuspolitischer Bericht der Bundesregierung - 17. Wahlperiode -,2013;;;;;;
,,,,,,,,,,,,,,,,22.05.2013,,456/13,,Bericht zum Stand der Umsetzung der Empfehlungen des Runden Tisches Heimerziehung sowie der Empfehlungen zur PrÌ_vention und Zukunftsgestaltung,2013;;;;;;
",,,,,,,,,,,,,,,,30.05.2013,,455/13,,""Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zur Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Freisetzung des Cloud-Computing-Potenzials in Europa C(2013) 3132 final"",2013";;;;;;
,,,,,,,,,,,,,,,,30.05.2013,,454/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zum EuropÌ_ischen Hilfsfonds fÌ_r die am stÌ_rksten von Armut betroffenen Personen C(2013) 3081 final,2013;;;;;;
,,,,,,,,,,,,,,,,30.05.2013,,453/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur Durchsetzung der Richtlinie 96/71/EG Ì_ber die Entsendung von Arbeitnehmern im Rahmen der Erbringung von Dienstleistungen C(2013) 3079 final,2013;;;;;;
",,,,,,,,,,,,,,,,29.05.2013,,452/13,,""Wahl eines Mitglieds und eines stellvertretenden Mitglieds des Verwaltungsrates der Anstalt des Ì¦ffentlichen Rechts """"Deutsche Welle"""""",2013";;;;;;
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,R (fdf) - G - In,30.05.2013,R,451/13,0,Entwurf eines ... StrafrechtsÌ_nderungsgesetzes zur BekÌ_mpfung der Korruption im Gesundheitswesen (... StrÌãndG),2013;;;;;;
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),28.05.2013,EU,450/13,0,Aufnahme von Beitrittsverhandlungen der EuropÌ_ischen Union mit der Republik Serbien,2013;;;;;;
",,,,,,,,,,,,,,,,27.05.2013,,449/13,,""Wahl von Mitgliedern und stellvertretenden Mitgliedern des Rundfunkrates der Anstalt des Ì¦ffentlichen Rechts """"Deutsche Welle"""""",2013";;;;;;
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,Fz (fdf) - U - Wi - Wo,27.05.2013,Fz,448/13,0,Entwurf eines Gesetzes zur steuerlichen FÌ¦rderung von energetischen SanierungsmaÌÙnahmen an WohngebÌ_uden,2013;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Wi (fdf) - In - U,29.05.2013,Wi,447/13,0,Verordnung zur Ìãnderung von Verordnungen auf dem Gebiet des Energiewirtschaftsrechts,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Wi (fdf) - Fz - Vk,24.05.2013,Wi,446/13,0,Siebte Verordnung zur Ìãnderung der Eichkostenverordnung,2013;;;;;;
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - AV - In,24.05.2013,Vk,445/13,0,48. Verordnung zur Ìãnderung straÌÙenverkehrsrechtlicher Vorschriften,2013;;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,AV (fdf) - Fz,24.05.2013,AV,444/13,0,Verordnung Ì_ber die Anforderungen an die BefÌ_higung des in der LebensmittelÌ_berwachung und TabakÌ_berwachung tÌ_tigen Kontrollpersonals (Lebensmittelkontrollpersonal-Verordnung - LKonV),2013;;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - G,24.05.2013,AV,443/13,0,Zweite Verordnung zur Ìãnderung der Tuberkulose-Verordnung,2013;;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - G,24.05.2013,AV,442/13,0,Dritte Verordnung zur Ìãnderung der BSE-Untersuchungsverordnung,2013;;;;;;
,,,,,,,,,,,,,,,,24.05.2013,,441/13,,Entwurf eines Gesetzes zur Neuausrichtung der Ì¦ffentlich gefÌ¦rderten BeschÌ_ftigung,2013;;;;;;
"0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,EU (fdf) - Fz - K - Wi,23.05.2013,EU,440/13,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Eine europÌ_ische Strategie fÌ_r mikro- und nanoelektronische Komponenten und Systeme"",2013";;;;;;
0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,EU (fdf) - U - Vk - Wi,23.05.2013,EU,439/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Schaffung eines Rahmens fÌ_r den Zugang zum Markt fÌ_r Hafendienste und fÌ_r die finanzielle Transparenz der HÌ_fen,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Wi (fdf) - AS - U,23.05.2013,Wi,438/13,0,Verordnung zur DurchfÌ_hrung des Energieverbrauchsrelevante-Produkte-Gesetzes und des Energieverbrauchskennzeichnungsgesetzes,2013;;;;;;
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Wi (fdf) - FJ - G - In,23.05.2013,Wi,437/13,0,Sechste Verordnung zur Ìãnderung der Spielverordnung,2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),23.05.2013,Vk,436/13,0,Verordnung zur Ìãnderung von Vorschriften zur Containersicherheit,2013;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Vk (fdf) - Fz - In,23.05.2013,Vk,435/13,0,Erste Verordnung zur Ìãnderung der Fahrzeug-Zulassungsverordnung und der GebÌ_hrenordnung fÌ_r MaÌÙnahmen im StraÌÙenverkehr,2013;;;;;;
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,G (fdf) - Fz - In,23.05.2013,G,434/13,0,Siebenundzwanzigste Verordnung zur Ìãnderung betÌ_ubungsmittelrechtlicher Vorschriften,2013;;;;;;
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,AS (fdf) - FJ - In - Wi,23.05.2013,AS,433/13,0,Verordnung Ì_ber eine statistische Erhebung zur Arbeitsmarktsituation von Zuwanderern sowie ihren Nachkommen fÌ_r das Jahr 2014,2013;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,AS (fdf) - Fz - In,23.05.2013,AS,432/13,0,Verordnung zur Festsetzung der der Revision unterliegenden Bundesbeteiligung an den Kosten der Unterkunft und Heizung fÌ_r das Jahr 2013 (Bundesbeteiligungs-Festlegungsverordnung 2013 - BBFestV 2013),2013;;;;;;
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AA (fdf) - Wi,23.05.2013,AA,430/13,0,Entwurf eines Gesetzes zu dem Vertrag vom 2. April 2013 Ì_ber den Waffenhandel,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),21.05.2013,Fz,429/13,0,Rechnung des Bundesrechnungshofes fÌ_r das Haushaltsjahr 2012 - Einzelplan 20 -,2013;;;;;;
,,,,,,,,,,,,,,,,15.05.2013,,428/13,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Sechsten Verordnung zur Ìãnderung der Preisangabenverordnung,2013;;;;;;
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,EU (fdf) - AV - G - U - Wi,17.05.2013,EU,427/13,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Ìãnderung der Verordnung (EU) Nr. 528/2012 Ì_ber die Bereitstellung auf dem Markt und die Verwendung von Biozidprodukten hinsichtlich bestimmter Bedingungen fÌ_r den Zugang zum Markt,2013;;;;;;
",,,,,,,,,,,,,,,,17.05.2013,,426/13,,""Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zur Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Eine stÌ_rkere europÌ_ische Industrie bringt Wachstum und wirtschaftliche Erholung - Aktualisierung der Mitteilung zur Industriepolitik C(2013) 2830 final"",2013";;;;;;
,,,,,,,,,,,,,,,,17.05.2013,,425/13,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber Versicherungsvermittlung (Neufassung) C(2013) 2849 final,2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf) - AS,16.05.2013,Fz,424/13,0,Allgemeine Verwaltungsvorschrift zur Ìãnderung der Lohnsteuer-Richtlinien 2011 (Lohnsteuer-Ìãnderungsrichtlinien 2013 - LStÌãR 2013),2013;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AS (fdf) - Fz,16.05.2013,AS,423/13,0,Neunzehnte Verordnung zur Anpassung des Bemessungsbetrages und von Geldleistungen nach dem Bundesversorgungsgesetz (19. KOV-Anpassungsverordnung 2013 - 19. KOV-AnpV 2013),2013;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),17.05.2013,Vk,422/13,0,Gesetz zur Errichtung einer Schiffsunfalldatenbank und zur Ìãnderung des Seefischereigesetzes,2013;;;;;;
",,,,,,,,,,,,,,,,15.05.2013,,421/13,,""Benennung eines Mitglieds des Kuratoriums der Stiftung """"Haus der Geschichte der Bundesrepublik Deutschland"""""",2013";;;;;;
",,,,,,,,,,,,,,,,29.04.2013,,420/13,,""Bericht Ì_ber die Auswirkungen des Gesetzes zur AusfÌ_hrung des UNESCO-ÌÏbereinkommens vom 14. November 1970 Ì_ber MaÌÙnahmen zum Verbot und zur VerhÌ_tung der rechtswidrigen Einfuhr, Ausfuhr und ÌÏbereignung von Kulturgut (AusfÌ_hrungsgesetz zum KulturgutÌ_bereinkommen) und den Schutz von Kulturgut vor Abwanderung ins Ausland (Bericht der Bundesregierung zum Kulturgutschutz in Deutschland)"",2013";;;;;;
