AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year;;;;;;
,,,,,,,,,,,,,,,,14.04.2010,,208/10,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 9. MÌ_rz 2010 zum Verbraucherschutz,2010;;;;;;
,,,,,,,,,,,,,,,,14.04.2010,,207/10,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 9. MÌ_rz 2010 zu dem Vorschlag fÌ_r einen Beschluss des Rates Ì_ber die Aufgliederung der unterstellten BankgebÌ_hr (FISIM) zur Ermittlung des Bruttonationaleinkommens (BNE) fÌ_r die Zwecke des Haushaltsplans und der Eigenmittel der EuropÌ_ischen Union,2010;;;;;;
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,In (fdf) - AS - FJ - FS,16.04.2010,In,206/10,0,Entwurf eines ... Gesetzes zur Ìãnderung des Aufenthaltsgesetzes,2010;;;;;;
,,,,,,,,,,,,,,,,14.04.2010,,205/10,,Stellungnahme der Bundesregierung zu der EntschlieÌÙung des Bundesrates zur Verbesserung des Schutzes von Tieren beim Transport,2010;;;;;;
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Fz (fdf) - AS - In,23.04.2010,Fz,204/10,0,Gesetz zur Abschaffung des Finanzplanungsrates und zur ÌÏbertragung der fortzufÌ_hrenden Aufgaben auf den StabilitÌ_tsrat sowie zur Ìãnderung weiterer Gesetze,2010;;;;;;
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,R (fdf) - In,15.04.2010,R,203/10,0,Entwurf eines Gesetzes zur Ìãnderung des Strafgesetzbuches,2010;;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),15.04.2010,R,202/10,0,Verordnung Ì_ber die notarielle FachprÌ_fung (NotarfachprÌ_fungsverordnung - NotFV),2010;;;;;;
"0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,EU (fdf) - K - R - Wi,14.04.2010,EU,201/10,0,""EntschlieÌÙung des Bundesrates zu dem geplanten Abkommen zwischen der EuropÌ_ischen Union und ihren Mitgliedstaaten, Australien, Japan, Kanada, Republik Korea, KÌ¦nigreich Marokko, den Vereinigten Mexikanischen Staaten, Neuseeland, der Schweizerischen Eidgenossenschaft, Republik Singapur und den Vereinigten Staaten von Amerika Ì_ber den Schutz des geistigen Eigentums (Anti-Counterfeiting Trade Agreement - ACTA)"",2010";;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),13.04.2010,Fz,200/10,0,Entlastung der Bundesregierung fÌ_r das Haushaltsjahr 2009; Vorlegung der Haushaltsrechnung des Bundes fÌ_r das Haushaltsjahr 2009,2010;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),16.04.2010,Wi,199/10,0,Gesetz zu den Ìãnderungsurkunden vom 24. November 2006 zur Konstitution und zur Konvention der Internationalen Fernmeldeunion vom 22. Dezember 1992,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),16.04.2010,Fz,198/10,0,Gesetz zur Ìãnderung des Abkommens vom 15. Dezember 1950 Ì_ber die GrÌ_ndung eines Rates fÌ_r die Zusammenarbeit auf dem Gebiete des Zollwesens,2010;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),16.04.2010,U,197/10,0,Achtes Gesetz zur Ìãnderung des Bundes-Immissionsschutzgesetzes,2010;;;;;;
0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,EU (fdf) - Fz - In - U - Wi,09.04.2010,EU,196/10,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates fÌ_r EuropÌ_ische UmweltÌ¦konomische Gesamtrechnungen,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),15.04.2010,Fz,195/10,0,Bemerkungen des Bundesrechnungshofes 2009 zur Haushalts- und WirtschaftsfÌ_hrung des Bundes - Weitere PrÌ_fungsergebnisse -,2010;;;;;;
,,,,,,,,,,,,,,,,08.04.2010,,194/10,,Stellungnahme der EuropÌ_ischen Kommission zu dem Beschluss des Bundesrates zum GrÌ_nbuch der Kommission der EuropÌ_ischen Gemeinschaften zur EuropÌ_ischen BÌ_rgerinitiative COM(2009) 622 final; Ratsdok. 16195/09,2010;;;;;
"0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,EU (fdf) - G - In - K - Wo,07.04.2010,EU,193/10,0,""Mitteilung der Kommission an den Rat, das EuropÌ_ische Parlament, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Soziale und wirtschaftliche Integration der Roma in Europa"",2010";;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),23.04.2010,R,192/10,0,Verfahren vor dem Bundesverfassungsgericht,2010;;;;;;
",,,,,,,,,,,,,,,,01.04.2010,,191/10,,""Benennung eines Mitglieds des Kuratoriums der Stiftung """"Erinnerung, Verantwortung und Zukunft"""""",2010";;;;;;
,,,,,,,,,,,,,,,,31.03.2010,,190/10,,Bericht der Bundesregierung zur AuswÌ_rtigen Kulturpolitik 2008/2009,2010;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),23.04.2010,Wi,189/10,0,Erstes Gesetz zur Ìãnderung des Telemediengesetzes (1. TelemedienÌ_nderungsgesetz),2010;;;;;;
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),01.04.2010,EU,188/10,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Arbeitsprogramm der Kommission fÌ_r 2010 - Jetzt handeln"",2010";;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,01.04.2010,EU,187/10,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die BÌ_rgerinitiative,2010;;;;;;
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,R (fdf) - AS - Fz - In,02.04.2010,R,186/10,0,Entwurf eines Gesetzes zur Ìãnderung des Grundgesetzes (Artikel 91e),2010;;;;;;
0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,AV (fdf) - Fz - G - In - U,31.03.2010,AV,185/10,0,Allgemeine Verwaltungsvorschrift Ì_ber den Austausch von Daten im Bereich der Lebensmittelsicherheit und des Verbraucherschutzes (AVV Datenaustausch - AVV DatA),2010;;;;;;
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,EU (fdf) - FJ - FS - R,30.03.2010,EU,184/10,0,Vorschlag fÌ_r eine Verordnung des Rates zur BegrÌ_ndung einer VerstÌ_rkten Zusammenarbeit im Bereich des auf die Ehescheidung und Trennung ohne AuflÌ¦sung des Ehebandes anzuwendenden Rechts,2010;;;;;;
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,EU (fdf) - K - Wi,31.03.2010,EU,183/10,0,EntschlieÌÙung des Bundesrates zur Gestaltung des kÌ_nftigen 8. EU-Forschungsrahmenprogramms,2010;;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,EU (fdf) - In - Wi,29.03.2010,EU,182/10,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die EuropÌ_ische Tourismusstatistik,2010;;;;;;
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,EU (fdf) - FJ - In - R,29.03.2010,EU,181/10,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur VerhÌ_tung und BekÌ_mpfung von Menschenhandel und zum Opferschutz sowie zur Aufhebung des Rahmenbeschlusses 2002/629/JI des Rates,2010;;;;;;
0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,EU (fdf) - FJ - In - K - R - Wi,29.03.2010,EU,180/10,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur BekÌ_mpfung des sexuellen Missbrauchs und der sexuellen Ausbeutung von Kindern sowie der Kinderpornografie und zur Aufhebung des Rahmenbeschlusses 2004/68/JI des Rates,2010;;;;;;
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - In - R,26.03.2010,EU,179/10,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber das Recht auf Dolmetsch- und ÌÏbersetzungsleistungen in Strafverfahren,2010;;;;;;
,,,,,,,,,,,,,,,,22.03.2010,,178/10,,ErklÌ_rung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zum Transport von Schlachtpferden in der EuropÌ_ischen Union,2010;;;;;;
",,,,,,,,,,,,,,,,22.03.2010,,177/10,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zum GrÌ_nbuch """"Reform der Gemeinsamen Fischereipolitik"""""",2010";;;;;;
,,,,,,,,,,,,,,,,22.03.2010,,176/10,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zur 13. Tagung des Menschenrechtsrates der Vereinten Nationen,2010;;;;;;
,,,,,,,,,,,,,,,,22.03.2010,,175/10,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zu dem Vorschlag fÌ_r eine Verordnung des Rates Ì_ber die Mitteilung von Investitionsvorhaben fÌ_r Energieinfrastruktur in der EuropÌ_ischen Gemeinschaft an die Kommission und zur Aufhebung der Verordnung (EG) Nr. 736/96 des Rates,2010;;;;;;
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,G (fdf) - AS - Fz,26.03.2010,G,174/10,0,Verordnung Ì_ber klinische PrÌ_fungen von Medizinprodukten und zur Ìãnderung medizinprodukterechtlicher Vorschriften,2010;;;;;;
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,G (fdf) - AS - In,26.03.2010,G,173/10,0,Erste Verordnung zur Ìãnderung der DIMDI-Verordnung,2010;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS (fdf) - G,26.03.2010,AS,172/10,0,Sechste Allgemeine Verwaltungsvorschrift zur Ìãnderung der Allgemeinen Verwaltungsvorschrift Ì_ber das Rechnungswesen in der Sozialversicherung,2010;;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Wo (fdf) - AV - Fz,26.03.2010,Wo,171/10,0,Verordnung Ì_ber die GrundsÌ_tze fÌ_r die Ermittlung der Verkehrswerte von GrundstÌ_cken (Immobilienwertermittlungsverordnung - ImmoWertV),2010;;;;;;
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,U (fdf) - AS - G - In - K - Wi,26.03.2010,U,170/10,0,Erste Verordnung zur Ìãnderung der Atomrechtlichen Sicherheitsbeauftragten- und Meldeverordnung,2010;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,U (fdf) - In,26.03.2010,U,169/10,0,Erste Verordnung zur Ìãnderung der Atomrechtlichen ZuverlÌ_ssigkeitsÌ_berprÌ_fungs-Verordnung,2010;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,U (fdf) - In,26.03.2010,U,168/10,0,Verordnung Ì_ber den LÌ_rmschutz bei Ì¦ffentlichen Fernsehdarbietungen im Freien Ì_ber die FuÌÙball WM 2010,2010;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS (fdf) - G,26.03.2010,AS,167/10,0,Dritte Verordnung zur Ìãnderung der Sozialversicherungs-Rechnungsverordnung,2010;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),26.03.2010,U,166/10,0,Entwurf eines Gesetzes zu dem Vertrag vom 27. November 2008 Ì_ber die Ìãnderung des Vertrags vom 11. April 1996 Ì_ber die Internationale Kommission zum Schutz der Oder gegen Verunreinigung,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.03.2010,Fz,165/10,0,Entwurf eines Gesetzes zu dem Abkommen vom 2. September 2009 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung des FÌ_rstentums Liechtenstein Ì_ber die Zusammenarbeit und den Informationsaustausch in Steuersachen,2010;;;;;;
",,,,,,,,,,,,,,,,01.04.2010,,191/10,,""Benennung eines Mitglieds des Kuratoriums der Stiftung """"Erinnerung, Verantwortung und Zukunft"""""",2010";;;;;;
,,,,,,,,,,,,,,,,31.03.2010,,190/10,,Bericht der Bundesregierung zur AuswÌ_rtigen Kulturpolitik 2008/2009,2010;;;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),23.04.2010,Wi,189/10,0,Erstes Gesetz zur Ìãnderung des Telemediengesetzes (1. TelemedienÌ_nderungsgesetz),2010;;;;;;
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf),01.04.2010,EU,188/10,0,""Mitteilung der Kommission an das EuropÌ_ische Parlament, den Rat, den EuropÌ_ischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Arbeitsprogramm der Kommission fÌ_r 2010 - Jetzt handeln"",2010";;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,EU (fdf) - In,01.04.2010,EU,187/10,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die BÌ_rgerinitiative,2010;;;;;;
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,R (fdf) - AS - Fz - In,02.04.2010,R,186/10,0,Entwurf eines Gesetzes zur Ìãnderung des Grundgesetzes (Artikel 91e),2010;;;;;;
0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,AV (fdf) - Fz - G - In - U,31.03.2010,AV,185/10,0,Allgemeine Verwaltungsvorschrift Ì_ber den Austausch von Daten im Bereich der Lebensmittelsicherheit und des Verbraucherschutzes (AVV Datenaustausch - AVV DatA),2010;;;;;;
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,EU (fdf) - FJ - FS - R,30.03.2010,EU,184/10,0,Vorschlag fÌ_r eine Verordnung des Rates zur BegrÌ_ndung einer VerstÌ_rkten Zusammenarbeit im Bereich des auf die Ehescheidung und Trennung ohne AuflÌ¦sung des Ehebandes anzuwendenden Rechts,2010;;;;;;
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,EU (fdf) - K - Wi,31.03.2010,EU,183/10,0,EntschlieÌÙung des Bundesrates zur Gestaltung des kÌ_nftigen 8. EU-Forschungsrahmenprogramms,2010;;;;;;
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,EU (fdf) - In - Wi,29.03.2010,EU,182/10,0,Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates Ì_ber die EuropÌ_ische Tourismusstatistik,2010;;;;;;
0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,EU (fdf) - FJ - In - R,29.03.2010,EU,181/10,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur VerhÌ_tung und BekÌ_mpfung von Menschenhandel und zum Opferschutz sowie zur Aufhebung des Rahmenbeschlusses 2002/629/JI des Rates,2010;;;;;;
0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,EU (fdf) - FJ - In - K - R - Wi,29.03.2010,EU,180/10,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates zur BekÌ_mpfung des sexuellen Missbrauchs und der sexuellen Ausbeutung von Kindern sowie der Kinderpornografie und zur Aufhebung des Rahmenbeschlusses 2004/68/JI des Rates,2010;;;;;;
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - In - R,26.03.2010,EU,179/10,0,Vorschlag fÌ_r eine Richtlinie des EuropÌ_ischen Parlaments und des Rates Ì_ber das Recht auf Dolmetsch- und ÌÏbersetzungsleistungen in Strafverfahren,2010;;;;;;
,,,,,,,,,,,,,,,,22.03.2010,,178/10,,ErklÌ_rung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zum Transport von Schlachtpferden in der EuropÌ_ischen Union,2010;;;;;;
",,,,,,,,,,,,,,,,22.03.2010,,177/10,,""EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zum GrÌ_nbuch """"Reform der Gemeinsamen Fischereipolitik"""""",2010";;;;;;
,,,,,,,,,,,,,,,,22.03.2010,,176/10,,EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zur 13. Tagung des Menschenrechtsrates der Vereinten Nationen,2010;;;;;;
,,,,,,,,,,,,,,,,22.03.2010,,175/10,,Legislative EntschlieÌÙung des EuropÌ_ischen Parlaments vom 25. Februar 2010 zu dem Vorschlag fÌ_r eine Verordnung des Rates Ì_ber die Mitteilung von Investitionsvorhaben fÌ_r Energieinfrastruktur in der EuropÌ_ischen Gemeinschaft an die Kommission und zur Aufhebung der Verordnung (EG) Nr. 736/96 des Rates,2010;;;;;;
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,G (fdf) - AS - Fz,26.03.2010,G,174/10,0,Verordnung Ì_ber klinische PrÌ_fungen von Medizinprodukten und zur Ìãnderung medizinprodukterechtlicher Vorschriften,2010;;;;;;
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,G (fdf) - AS - In,26.03.2010,G,173/10,0,Erste Verordnung zur Ìãnderung der DIMDI-Verordnung,2010;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS (fdf) - G,26.03.2010,AS,172/10,0,Sechste Allgemeine Verwaltungsvorschrift zur Ìãnderung der Allgemeinen Verwaltungsvorschrift Ì_ber das Rechnungswesen in der Sozialversicherung,2010;;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Wo (fdf) - AV - Fz,26.03.2010,Wo,171/10,0,Verordnung Ì_ber die GrundsÌ_tze fÌ_r die Ermittlung der Verkehrswerte von GrundstÌ_cken (Immobilienwertermittlungsverordnung - ImmoWertV),2010;;;;;;
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,U (fdf) - AS - G - In - K - Wi,26.03.2010,U,170/10,0,Erste Verordnung zur Ìãnderung der Atomrechtlichen Sicherheitsbeauftragten- und Meldeverordnung,2010;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,U (fdf) - In,26.03.2010,U,169/10,0,Erste Verordnung zur Ìãnderung der Atomrechtlichen ZuverlÌ_ssigkeitsÌ_berprÌ_fungs-Verordnung,2010;;;;;;
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,U (fdf) - In,26.03.2010,U,168/10,0,Verordnung Ì_ber den LÌ_rmschutz bei Ì¦ffentlichen Fernsehdarbietungen im Freien Ì_ber die FuÌÙball WM 2010,2010;;;;;;
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS (fdf) - G,26.03.2010,AS,167/10,0,Dritte Verordnung zur Ìãnderung der Sozialversicherungs-Rechnungsverordnung,2010;;;;;;
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),26.03.2010,U,166/10,0,Entwurf eines Gesetzes zu dem Vertrag vom 27. November 2008 Ì_ber die Ìãnderung des Vertrags vom 11. April 1996 Ì_ber die Internationale Kommission zum Schutz der Oder gegen Verunreinigung,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.03.2010,Fz,165/10,0,Entwurf eines Gesetzes zu dem Abkommen vom 2. September 2009 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung des FÌ_rstentums Liechtenstein Ì_ber die Zusammenarbeit und den Informationsaustausch in Steuersachen,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.03.2010,Fz,164/10,0,Entwurf eines Gesetzes zu dem Abkommen vom 13. August 2009 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung von Gibraltar Ì_ber die UnterstÌ_tzung in Steuer- und Steuerstrafsachen durch Auskunftsaustausch,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.03.2010,Fz,163/10,0,Entwurf eines Gesetzes zu dem Abkommen vom 26. MÌ_rz 2009 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung von Guernsey Ì_ber den Auskunftsaustausch in Steuersachen,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.03.2010,Fz,162/10,0,Entwurf eines Gesetzes zu dem Abkommen vom 2. MÌ_rz 2009 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung der Insel Man Ì_ber die UnterstÌ_tzung in Steuer- und Steuerstrafsachen durch Auskunftsaustausch,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),26.03.2010,Fz,161/10,0,Entwurf eines Gesetzes zu dem Abkommen vom 2. MÌ_rz 2009 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung der Insel Man zur Vermeidung der Doppelbesteuerung von im internationalen Verkehr tÌ_tigen Schifffahrtsunternehmen,2010;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Wi (fdf) - AS - In,26.03.2010,Wi,160/10,0,Entwurf eines Gesetzes Ì_ber die Verwendung von Verwaltungsdaten fÌ_r Wirtschaftsstatistiken und zur Ìãnderung von Statistikgesetzen,2010;;;;;;
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Vk (fdf) - AS - In,26.03.2010,Vk,159/10,0,Entwurf eines Gesetzes zur Ìãnderung des GÌ_terkraftverkehrsgesetzes und des Fahrpersonalgesetzes,2010;;;;;;
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,U (fdf) - Fz - In - Wi,26.03.2010,U,158/10,0,Entwurf eines Gesetzes zur Umsetzung der Dienstleistungsrichtlinie auf dem Gebiet des Umweltrechts sowie zur Ìãnderung umweltrechtlicher Vorschriften,2010;;;;;;
"0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,R (fdf) - AV - Wi,26.03.2010,R,157/10,0,""Entwurf eines Gesetzes zur EinfÌ_hrung einer Musterwiderrufsinformation fÌ_r VerbraucherdarlehensvertrÌ_ge, zur Ìãnderung der Vorschriften Ì_ber das Widerrufsrecht bei VerbraucherdarlehensvertrÌ_gen und zur Ìãnderung des Darlehensvermittlungsrechts"",2010";;;;;;
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,In (fdf) - Fz - V,26.03.2010,In,156/10,0,Entwurf eines Gesetzes zu dem Staatsvertrag vom 16. Dezember 2009 und 26. Januar 2010 Ì_ber die Verteilung von Versorgungslasten bei bund- und lÌ_nderÌ_bergreifenden Dienstherrenwechseln,2010;;;;;;
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Fz (fdf) - In - R - Wi,26.03.2010,Fz,155/10,0,Entwurf eines Gesetzes zur Umsetzung der geÌ_nderten Bankenrichtlinie und der geÌ_nderten KapitaladÌ_quanzrichtlinie,2010;;;;;;
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AV (fdf),26.03.2010,AV,154/10,0,Entwurf eines Gesetzes zur Ìãnderung des Katzen- und Hundefell-Einfuhr-Verbotsgesetzes und zur Ìãnderung des Seefischereigesetzes,2010;;;;;;
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,AV (fdf) - Fz,26.03.2010,AV,153/10,0,Entwurf eines Gesetzes zur Ìãnderung des BetriebsprÌ_miendurchfÌ_hrungsgesetzes und des Agrarstatistikgesetzes,2010;;;;;;
0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,AS (fdf) - AV - G - In - R,26.03.2010,AS,152/10,0,Entwurf eines Dritten Gesetzes zur Ìãnderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze,2010;;;;;;
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,EU (fdf) - In - R - Wi,25.03.2010,EU,151/10,0,EntschlieÌÙung des Bundesrates zu den Verhandlungen Ì_ber ein Abkommen zwischen der EuropÌ_ischen Union und den Vereinigten Staaten von Amerika Ì_ber das Verarbeiten von Zahlungsverkehrsdaten und deren ÌÏbermittlung aus der EuropÌ_ischen Union an die Vereinigten Staaten fÌ_r die Zwecke des Programms zum AufspÌ_ren der Finanzierung des Terrorismus (Swift-Abkommen),2010;;;;;;
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,Fz (fdf) - AS - AV - K - Wi,24.03.2010,Fz,150/10,0,EntschlieÌÙung des Bundesrates zur ÌÏberprÌ_fung des Katalogs der ErmÌ_ÌÙigungstatbestÌ_nde im Umsatzsteuergesetz,2010;;;;;;
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,R (fdf) - In,23.03.2010,R,149/10,0,Entwurf eines ... Gesetzes zur Ìãnderung des Strafgesetzbuches - Strafbarkeit der Werbung fÌ_r Suizidbeihilfe (... StRÌãndG),2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),18.03.2010,Fz,148/10,0,Rechnung des Bundesrechnungshofes fÌ_r das Haushaltsjahr 2009 - Einzelplan 20 -,2010;;;;;;
"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),18.03.2010,Vk,147/10,0,""Verordnung zur Berechnung von AblÌ¦sungsbetrÌ_gen nach dem Eisenbahnkreuzungsgesetz, dem BundesfernstraÌÙengesetz und dem BundeswasserstraÌÙengesetz (AblÌ¦sungsbetrÌ_ge-Berechnungsverordnung - ABBV)"",2010";;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - G,17.03.2010,AV,146/10,0,Verordnung zur Ìãnderung der Ersten Verordnung zur Ìãnderung der Melamin-Lebensmittel-Futtermittel-Einfuhrverbotsverordnung,2010;;;;;;
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AV (fdf) - G,17.03.2010,AV,145/10,0,Siebente Verordnung zur Ìãnderung der Lebensmittelkennzeichnungsverordnung,2010;;;;;;
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),19.03.2010,Fz,144/10,0,Gesetz Ì_ber die Feststellung des Bundeshaushaltsplans fÌ_r das Haushaltsjahr 2010 (Haushaltsgesetz 2010),2010;;;;;;
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,G (fdf),16.03.2010,G,143/10,0,""Benennung von zwei Mitgliedern des Stiftungsrates der Stiftung """"HumanitÌ_re Hilfe"""" fÌ_r durch Blutprodukte HIV-infizierte Personen"",2010";;;;;;
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,In (fdf) - FJ,12.03.2010,In,142/10,0,Entwurf eines Gesetzes zur Ìãnderung des StaatsangehÌ¦rigkeitsgesetzes,2010;;;;;;
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EU (fdf) - K,11.03.2010,EU,141/10,0,Vorschlag fÌ_r einen Beschluss des EuropÌ_ischen Parlaments und des Rates zur Schaffung einer MaÌÙnahme der EuropÌ_ischen Union fÌ_r das EuropÌ_ische Kulturerbe-Siegel,2010;;;;;;
"0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,EU (fdf) - AV - In - U,11.03.2010,EU,140/10,0,""Vorschlag fÌ_r eine Verordnung des EuropÌ_ischen Parlaments und des Rates zur Festlegung der allgemeinen Regeln und GrundsÌ_tze, nach denen die Mitgliedstaaten die Wahrnehmung der DurchfÌ_hrungsbefugnisse durch die Kommission kontrollieren"",2010";;;;;;
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf) - AS,11.03.2010,R,139/10,0,Entwurf eines Gesetzes zur Neustrukturierung und Modernisierung des PfÌ_ndungsschutzes (GNeuMoP),2010;;;;;;
