AA,AIS,AV,EU,FJ,Fz,G,In,K,R,U,V,Vk,Wi,Wo,committees,date,fdf,id,other,title,year
,,,,,,,,,,,,,,,,18.12.2008,,971/08,,Gesetz zur Abwehr von Gefahren des internationalen Terrorismus durch das Bundeskriminalamt,2008
,,,,,,,,,,,,,,,,18.12.2008,,970/08,,Gesetz zur arbeitsmarktadäquaten Steuerung der Zuwanderung Hochqualifizierter und zur Änderung weiterer aufenthaltsrechtlicher Regelungen (Arbeitsmigrationssteuerungsgesetz),2008
,,,,,,,,,,,,,,,,16.12.2008,,969/08,,Zweiter Bericht der Bundesregierung über die Erfahrungen mit den Regelungen des § 28e Absatz 3a bis 3e des Vierten Buches Sozialgesetzbuch,2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wo (fdf) - AS,17.12.2008,Wo,968/08,0,Allgemeine Verwaltungsvorschrift zur Neuregelung der Allgemeinen Verwaltungsvorschrift zur Durchführung des Wohngeldgesetzes 2009 (Wohngeld-Verwaltungsvorschrift 2009 - WoGVwV 2009),2008
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Wi (fdf) - In,17.12.2008,Wi,967/08,0,Verordnung über Notrufverbindungen (NotrufV),2008
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,AA (fdf) - K,17.12.2008,AA,966/08,0,"Verordnung zu den Abkommen vom 21. Februar 2007 zwischen der Regierung der Bundesrepublik Deutschland und der Organisation der Vereinten Nationen für Erziehung, Wissenschaft und Kultur über den Sitz des UNESCO-Instituts für Lebenslanges Lernen sowie über die Verwaltung des Sitzes des UNESCO-Instituts für Lebenslanges Lernen",2008
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - FS - In - R,17.12.2008,EU,965/08,0,"Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Festlegung der Kriterien und Verfahren zur Bestimmung des Mitgliedstaats, der für die Prüfung eines von einem Drittstaatsangehörigen oder Staatenlosen in einem Mitgliedstaat gestellten Antrags auf internationalen Schutz zuständig ist (Neufassung)",2008
0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,EU (fdf) - G - In - K,16.12.2008,EU,964/08,0,Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates über Qualitäts- und Sicherheitsstandards für zur Transplantation bestimmte menschliche Organe,2008
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,EU (fdf) - AS - R - Vk - Wi,16.12.2008,EU,963/08,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über die Passagierrechte im See- und Binnenschiffsverkehr und zur Änderung der Verordnung (EG) Nr. 2006/2004 über die Zusammenarbeit zwischen den für die Durchsetzung der Verbraucherschutzgesetze zuständigen nationalen Behörden,2008
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,EU (fdf) - In - R,16.12.2008,EU,962/08,0,"Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über die Einrichtung von ""EURODAC"" für den Abgleich von Fingerabdruckdaten zum Zwecke der effektiven Anwendung der Verordnung (EG) Nr. ..../.... zur Festlegung der Kriterien und Verfahren zur Bestimmung des Mitgliedstaats, der für die Prüfung eines von einem Drittstaatangehörigen oder Staatenlosen in einem Mitgliedstaat gestellten Antrags auf internationalen Schutz zuständig ist (Neufassung)",2008
0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,EU (fdf) - AS - FJ - G - In - R,16.12.2008,EU,961/08,0,Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates zur Festlegung von Mindestnormen für die Aufnahme von Asylbewerbern in den Mitgliedstaaten (Neufassung),2008
0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,EU (fdf) - AS - In - R - Vk - Wi,15.12.2008,EU,960/08,0,Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über die Fahrgastrechte im Kraftomnibusverkehr und zur Änderung der Verordnung (EG) Nr. 2006/2004 über die Zusammenarbeit zwischen den für die Durchsetzung der Verbraucherschutzgesetze zuständigen nationalen Behörden,2008
0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,EU (fdf) - Fz - K - U - Wi,15.12.2008,EU,959/08,0,Vorschlag für eine Entscheidung des Europäischen Parlaments und des Rates über die Beteiligung der Gemeinschaft an einem gemeinsamen Europäischen Metrologie-Forschungs- und Entwicklungsprogramm mehrerer Mitgliedstaaten,2008
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,EU (fdf) - AS - K - Wi,15.12.2008,EU,958/08,0,"Mitteilung der Kommission der Europäischen Gemeinschaften an das Europäische Parlament, den Rat, den Europäischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Für eine barrierefreie Informationsgesellschaft",2008
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,EU (fdf) - In - K - Wi,15.12.2008,EU,957/08,0,"Mitteilung der Kommission der Europäischen Gemeinschaften an den Rat, das Europäische Parlament, den Europäischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Aktionsplan für elektronische Signaturen und die elektronische Identifizierung zur Förderung grenzübergreifender öffentlicher Dienste im Binnenmarkt",2008
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,K (fdf) - Fz - Wi,11.12.2008,K,956/08,0,Entschließung des Bundesrates zur stärkeren Förderung von Forschung und Entwicklung in Deutschland,2008
,,,,,,,,,,,,,,,,11.12.2008,,955/08,,Gesetz zu den Protokollen vom 9. Juli 2008 zum Nordatlantikvertrag über den Beitritt der Republik Albanien und der Republik Kroatien,2008
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Wi (fdf) - In,11.12.2008,Wi,954/08,0,Stellungnahme der Bundesregierung zu dem Sondergutachten der Monopolkommission gemäß § 62 Abs. 1 des Energiewirtschaftsgesetzes Strom und Gas 2007: Wettbewerbsdefizite und zögerliche Regulierung,2008
,,,,,,,,,,,,,,,,04.12.2008,,953/08,,Migrationsbericht 2007,2008
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,EU (fdf) - A - Fz - G - U,09.12.2008,EU,952/08,0,"Mitteilung der Kommission der Europäischen Gemeinschaften an den Rat, das Europäische Parlament, den Europäischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Hin zu einer EU-Strategie für den Umgang mit invasiven Arten",2008
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,EU (fdf) - A - R - Wi,08.12.2008,EU,951/08,0,Grünbuch der Kommission der Europäischen Gemeinschaften über kollektive Rechtsdurchsetzungsverfahren für Verbraucher,2008
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),05.12.2008,Fz,950/08,0,Haushaltsführung 2008 Einwilligung in eine überplanmäßige Ausgabe bei Kapitel 1225 Titel 893 01 - Prämien nach dem Wohnungsbau-Prämiengesetz -,2008
0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,EU (fdf) - G - In - U - Wi,04.12.2008,EU,949/08,0,Vorschlag für eine Richtlinie (Euratom) des Rates über einen Gemeinschaftsrahmen für die nukleare Sicherheit,2008
,,,,,,,,,,,,,,,,04.12.2008,,948/08,,Gesetz zur Abwehr von Gefahren des internationalen Terrorismus durch das Bundeskriminalamt,2008
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),08.12.2008,Fz,947/08,0,Bemerkungen des Bundesrechnungshofes 2008 zur Haushalts- und Wirtschaftsführung des Bundes (einschließlich der Feststellungen zur Jahresrechnung 2007),2008
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,EU (fdf) - U,04.12.2008,EU,946/08,0,"Benennung von Beauftragten des Bundesrates in Beratungsgremien der Europäischen Union (Umweltschutz auf Kommissions- wie auf Ratsebene - Themenbereich: ""Nachhaltige Energiepolitik, Klimafolgenanpassung"")",2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),05.12.2008,AS,945/08,0,Gesetz zu dem Übereinkommen der Vereinten Nationen vom 13. Dezember 2006 über die Rechte von Menschen mit Behinderungen sowie zu dem Fakultativprotokoll vom 13. Dezember 2006 zum Übereinkommen der Vereinten Nationen über die Rechte von Menschen mit Behinderungen,2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wo (fdf),05.12.2008,Wo,944/08,0,Erstes Gesetz zur Änderung des Wohngeldgesetzes,2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),05.12.2008,AS,943/08,0,Achtes Gesetz zur Änderung des Dritten Buches Sozialgesetzbuch und anderer Gesetze,2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),05.12.2008,AS,942/08,0,Gesetz zur Neuausrichtung der arbeitsmarktpolitischen Instrumente,2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS (fdf),05.12.2008,AS,941/08,0,Fünftes Gesetz zur Änderung des Zweiten Buches Sozialgesetzbuch,2008
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),03.12.2008,Vk,940/08,0,Allgemeine Verwaltungsvorschrift zum Güterkraftverkehrsrecht (GüKVwV),2008
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,K (fdf) - Wi,01.12.2008,K,939/08,0,Benennung von Mitgliedern und stellvertretenden Mitgliedern des Verwaltungsrates der Filmförderungsanstalt,2008
,,,,,,,,,,,,,,,,20.11.2008,,938/08,,Entschließung des Europäischen Parlaments vom 23. Oktober 2008 zu Birma,2008
,,,,,,,,,,,,,,,,20.11.2008,,937/08,,Entschließung des Europäischen Parlaments vom.23. Oktober 2008 zu den Zusammenstößen in den östlichen Grenzregionen der Demokratischen Republik Kongo,2008
,,,,,,,,,,,,,,,,20.11.2008,,936/08,,Entschließung des Europäischen Parlaments vom 23. Oktober 2008 zu dem Jahresbericht 2007 über die Tätigkeit des Europäischen Bürgerbeauftragten,2008
,,,,,,,,,,,,,,,,20.11.2008,,935/08,,"Entschließung des Europäischen Parlaments vom 23. Oktober 2008 zu den Auswirkungen der Sicherheitsmaßnahmen im Flugverkehr und von Ganzkörperscannern auf die Menschenrechte, die Privatsphäre, die persönliche Würde und den Datenschutz",2008
,,,,,,,,,,,,,,,,20.11.2008,,934/08,,Legislative Entschließung des Europäischen Parlaments vom 23. Oktober 2008 zu dem Vorschlag für einen Beschluss des Rates und der Kommission über den Abschluss des Stabilisierungs- und Assoziierungsabkommens zwischen den Europäischen Gemeinschaften und ihren Mitgliedstaaten einerseits und Bosnien und Herzegowina andererseits,2008
,,,,,,,,,,,,,,,,20.11.2008,,933/08,,Entschließung des Europäischen Parlaments vom 22. Oktober 2008 zu den Herausforderungen für Tarifverträge in der EU,2008
,,,,,,,,,,,,,,,,20.11.2008,,932/08,,Empfehlung des Europäischen Parlaments an den Rat vom 22. Oktober 2008 zu dem Abschluss des Abkommens zwischen der Europäischen Union und Australien über die Verarbeitung von Fluggastdatensätzen (Passenger Name Records - PNR) aus der Europäischen Union und deren Übermittlung durch die Fluggesellschaften an die australische Zollbehörde,2008
,,,,,,,,,,,,,,,,20.11.2008,,931/08,,Legislative Entschließung des Europäischen Parlaments vom 22. Oktober 2008 zu dem Gemeinsamen Standpunkt des Rates im Hinblick auf den Erlass der Richtlinie des Europäischen Parlaments und des Rates über Leiharbeit,2008
,,,,,,,,,,,,,,,,20.11.2008,,930/08,,Entschließung des Europäischen Parlaments vom 22. Oktober 2008 zur Tagung des Europäischen Rates vom 15. und 16. Oktober 2008,2008
,,,,,,,,,,,,,,,,20.11.2008,,929/08,,Entschließung des Europäischen Parlaments vom 21. Oktober 2008 zur Kontrolle der Anwendung des Gemeinschaftsrechts - 24. Jahresbericht der Kommission,2008
,,,,,,,,,,,,,,,,20.11.2008,,928/08,,Entschließung des Europäischen Parlaments vom 21. Oktober 2008 zur besseren Rechtsetzung 2006 gemäß Artikel 9 des Protokolls über die Anwendung der Grundsätze der Subsidiarität und der Verhältnismäßigkeit,2008
,,,,,,,,,,,,,,,,20.11.2008,,927/08,,Legislative Entschließung des Europäischen Parlaments vom 21. Oktober 2008 zu dem Vorschlag für einen Beschluss des Rates zum Abschluss einer Vereinbarung zwischen der Internationalen Zivilluftfahrt-Organisation und der Europäischen Gemeinschaft über die Kooperation auf dem Gebiet der Luftsicherheitsaudits und -inspektionen sowie damit zusammenhängender Angelegenheiten,2008
,,,,,,,,,,,,,,,,20.11.2008,,926/08,,Legislative Entschließung des Europäischen Parlaments vom 21. Oktober 2008 zu dem Vorschlag für einen Beschluss des Rates über den Abschluss des Abkommens über wissenschaftlich-technische Zusammenarbeit zwischen der Europäischen Gemeinschaft einerseits und der Regierung Neuseelands andererseits im Namen der Europäischen Gemeinschaft,2008
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),28.11.2008,Fz,925/08,0,Haushaltsführung 2008 Einwilligung in eine überplanmäßige Ausgabe bei Kapitel 6003 Titel 632 01 - Zahlungen nach dem Strafrechtlichen Rehabilitierungsgesetz -,2008
,,,,,,,,,,,,,,,,04.12.2008,,924/08,,Gesetz zur Förderung von Familien und haushaltsnahen Dienstleistungen (Familienleistungsgesetz - FamLeistG),2008
,,,,,,,,,,,,,,,,04.12.2008,,923/08,,"Gesetz zur Umsetzung steuerrechtlicher Regelungen des Maßnahmenpakets ""Beschäftigungssicherung durch Wachstumsstärkung""",2008
,,,,,,,,,,,,,,,,24.11.2008,,922/08,,Masterplan Umwelttechnologien,2008
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),25.11.2008,Fz,921/08,0,Haushaltsführung 2008 Einwilligung in eine überplanmäßige Ausgabe bei Kapitel 1110 Titel 681 01 - Versorgungsbezüge für Beschädigte -,2008
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU (fdf) - A,26.11.2008,EU,920/08,0,Benennung von Beauftragten des Bundesrates in Beratungsgremien der Europäischen Union (Ständiger Ausschuss der Kommission für Tierarzneimittel),2008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A (fdf),25.11.2008,A,919/08,0,Verordnung über die Gleichstellung von außerhalb des Anwendungsbereichs des Hufbeschlaggesetzes oder im Ausland erworbenen Prüfungszeugnissen mit den Prüfungszeugnissen nach der Hufbeschlagverordnung und deren Berücksichtigung bei der staatlichen Anerkennung (Hufbeschlag-Anerkennungsverordnung - HufBeschl-AnerkennV),2008
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,In (fdf) - R,27.11.2008,In,918/08,0,Entwurf eines Gesetzes über den Zugang von Polizei- und Strafverfolgungsbehörden sowie Nachrichtendiensten zum Visa-Informationssystem (VIS-Zugangsgesetz - VISZG),2008
0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,EU (fdf) - U - Vk - Wi,25.11.2008,EU,917/08,0,Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates über die Kennzeichnung von Reifen in Bezug auf die Kraftstoffeffizienz und andere wesentliche Parameter,2008
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,EU (fdf) - U - Wi,25.11.2008,EU,916/08,0,Vorschlag für eine Richtlinie des Europäischen Parlaments und des Rates über die Angabe des Verbrauchs an Energie und anderen Ressourcen durch energieverbrauchsrelevante Produkte mittels einheitlicher Etiketten und Produktinformationen (Neufassung),2008
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,EU (fdf) - U - Wi,25.11.2008,EU,915/08,0,"Vorschlag für eine Richtlinie des Rates zur Verpflichtung der Mitgliedstaaten, Mindestvorräte an Erdöl und/oder Erdölerzeugnissen zu halten",2008
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,EU (fdf) - U - Wi - Wo,25.11.2008,EU,914/08,0,"Mitteilung der Kommission der Europäischen Gemeinschaften an das Europäische Parlament, den Rat, den Europäischen Wirtschafts- und Sozialausschuss und den Ausschuss der Regionen: Zweite Überprüfung der Energiestrategie - EU-Aktionsplan für Energieversorgungssicherheit und -solidarität",2008
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,EU (fdf) - U - Wi - Wo,24.11.2008,EU,913/08,0,"Grünbuch der Kommission der Europäischen Gemeinschaften: Hin zu einem sicheren, nachhaltigen und wettbewerbsfähigen europäischen Energienetz",2008
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fz (fdf),27.11.2008,Fz,912/08,0,Einkommensteuer-Zuständigkeitsverordnung (EStZustV),2008
,,,,,,,,,,,,,,,,28.11.2008,,911/08,,Entwurf eines ... Gesetzes zur Änderung des Staatsangehörigkeitsgesetzes (StAG),2008
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wi (fdf),28.11.2008,Wi,910/08,0,Gesetz zu dem Übereinkommen vom 25. Juli 2007 über die Beteiligung der Republik Bulgarien und Rumäniens am Europäischen Wirtschaftsraum,2008
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),28.11.2008,Vk,909/08,0,"Gesetz zu dem Vertrag vom 26. Februar 2008 zwischen der Bundesrepublik Deutschland und der Republik Polen über den Bau und die Instandhaltung von Grenzbrücken in der Bundesrepublik Deutschland im Zuge von Schienenwegen des Bundes, in der Republik Polen im Zuge von Eisenbahnstrecken mit staatlicher Bedeutung",2008
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),28.11.2008,R,908/08,0,Gesetz zu den Abkommen vom 26. Mai 2006 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung der Sonderverwaltungsregion Hongkong der Volksrepublik China über die gegenseitige Rechtshilfe in Strafsachen und über die Überstellung flüchtiger Straftäter,2008
,,,,,,,,,,,,,,,,28.11.2008,,907/08,,Entwurf eines Gesetzes zur Änderung des Haushaltsgrundsätzegesetzes (HGrGÄndG),2008
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Wo (fdf) - Vk - Wi,28.11.2008,Wo,906/08,0,Gesetz zur Neufassung des Raumordnungsgesetzes und zur Änderung anderer Vorschriften (GeROG),2008
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),28.11.2008,Vk,905/08,0,Gesetz zur Änderung des Straßenverkehrsgesetzes und zur Änderung des Gesetzes zur Änderung der Anlagen 1 und 3 des ATP-Übereinkommens,2008
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),28.11.2008,Vk,904/08,0,Viertes Gesetz zur Änderung des Straßenverkehrsgesetzes,2008
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vk (fdf),28.11.2008,Vk,903/08,0,Zweites Gesetz zur Änderung des Autobahnmautgesetzes für schwere Nutzfahrzeuge,2008
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U (fdf),28.11.2008,U,902/08,0,Gesetz über den Zugang zu digitalen Geodaten (Geodatenzugangsgesetz - GeoZG),2008
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R (fdf),28.11.2008,R,901/08,0,Erstes Gesetz zur Änderung des Gesetzes gegen den unlauteren Wettbewerb,2008
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K (fdf),28.11.2008,K,900/08,0,Fünftes Gesetz zur Änderung des Filmförderungsgesetzes,2008
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In (fdf),28.11.2008,In,899/08,0,Gesetz zur Änderung des Staatsangehörigkeitsgesetzes,2008
